ANNO,AteneoCOD,AteneoNOME,AteneoREGIONE,COD_FoET2013,DESC_FoET2013,Genere,DOTTORI
2023,01701,Brescia - Universita' degli studi,Lombardia,03,"Social sciences, journalism and information",F,1
2023,01701,Brescia - Universita' degli studi,Lombardia,03,"Social sciences, journalism and information",M,1
2023,01701,Brescia - Universita' degli studi,Lombardia,04,"Business, administration and law",F,2
2023,01701,Brescia - Universita' degli studi,Lombardia,04,"Business, administration and law",M,5
2023,01701,Brescia - Universita' degli studi,Lombardia,05,"Natural sciences, mathematics and statistics",F,14
2023,01701,Brescia - Universita' degli studi,Lombardia,05,"Natural sciences, mathematics and statistics",M,10
2023,01701,Brescia - Universita' degli studi,Lombardia,07,"Engineering, manufacturing and construction",F,6
2023,01701,Brescia - Universita' degli studi,Lombardia,07,"Engineering, manufacturing and construction",M,27
2023,01701,Brescia - Universita' degli studi,Lombardia,08,"Agriculture, forestry, fisheries and veterinary",F,1
2023,01701,Brescia - Universita' degli studi,Lombardia,09,Health and welfare,F,6
2023,01701,Brescia - Universita' degli studi,Lombardia,09,Health and welfare,M,7
2023,01601,Bergamo - Universita' degli studi,Lombardia,01,Education,F,1
2023,01601,Bergamo - Universita' degli studi,Lombardia,02,Arts and humanities,F,5
2023,01601,Bergamo - Universita' degli studi,Lombardia,02,Arts and humanities,M,1
2023,01601,Bergamo - Universita' degli studi,Lombardia,03,"Social sciences, journalism and information",F,3
2023,01601,Bergamo - Universita' degli studi,Lombardia,03,"Social sciences, journalism and information",M,3
2023,01601,Bergamo - Universita' degli studi,Lombardia,04,"Business, administration and law",F,7
2023,01601,Bergamo - Universita' degli studi,Lombardia,04,"Business, administration and law",M,8
2023,01601,Bergamo - Universita' degli studi,Lombardia,05,"Natural sciences, mathematics and statistics",M,2
2023,01601,Bergamo - Universita' degli studi,Lombardia,07,"Engineering, manufacturing and construction",F,3
2023,01601,Bergamo - Universita' degli studi,Lombardia,07,"Engineering, manufacturing and construction",M,18
2023,01510,Rozzano (MI) - Humanitas University,Lombardia,05,"Natural sciences, mathematics and statistics",F,2
2023,01510,Rozzano (MI) - Humanitas University,Lombardia,05,"Natural sciences, mathematics and statistics",M,1
2023,01510,Rozzano (MI) - Humanitas University,Lombardia,09,Health and welfare,F,5
2023,01510,Rozzano (MI) - Humanitas University,Lombardia,09,Health and welfare,M,3
2023,01509,Milano-Bicocca - Universita' degli studi,Lombardia,01,Education,F,8
2023,01509,Milano-Bicocca - Universita' degli studi,Lombardia,01,Education,M,2
2023,01509,Milano-Bicocca - Universita' degli studi,Lombardia,02,Arts and humanities,F,1
2023,01509,Milano-Bicocca - Universita' degli studi,Lombardia,03,"Social sciences, journalism and information",F,17
2023,01509,Milano-Bicocca - Universita' degli studi,Lombardia,03,"Social sciences, journalism and information",M,20
2023,01509,Milano-Bicocca - Universita' degli studi,Lombardia,04,"Business, administration and law",F,10
2023,01509,Milano-Bicocca - Universita' degli studi,Lombardia,04,"Business, administration and law",M,7
2023,01509,Milano-Bicocca - Universita' degli studi,Lombardia,05,"Natural sciences, mathematics and statistics",F,38
2023,01509,Milano-Bicocca - Universita' degli studi,Lombardia,05,"Natural sciences, mathematics and statistics",M,55
2023,01509,Milano-Bicocca - Universita' degli studi,Lombardia,06,Information and Communication Technologies (ICTs),F,5
2023,01509,Milano-Bicocca - Universita' degli studi,Lombardia,06,Information and Communication Technologies (ICTs),M,12
2023,01509,Milano-Bicocca - Universita' degli studi,Lombardia,07,"Engineering, manufacturing and construction",M,4
2023,01509,Milano-Bicocca - Universita' degli studi,Lombardia,09,Health and welfare,F,29
2023,01509,Milano-Bicocca - Universita' degli studi,Lombardia,09,Health and welfare,M,11
2023,01508,Milano - Universita' Vita-Salute San Raffaele,Lombardia,02,Arts and humanities,F,1
2023,01508,Milano - Universita' Vita-Salute San Raffaele,Lombardia,02,Arts and humanities,M,7
2023,01508,Milano - Universita' Vita-Salute San Raffaele,Lombardia,03,"Social sciences, journalism and information",F,1
2023,01508,Milano - Universita' Vita-Salute San Raffaele,Lombardia,03,"Social sciences, journalism and information",M,2
