ANNO,AteneoCOD,AteneoNOME,AteneoREGIONE,CorsoTIPO,COD_FoET2013,DESC_FoET2013,ClasseGENERE,N_ClasseGENERE
2021/2022,01801,Pavia - Universita' degli studi,Lombardia,Laurea Magistrale Ciclo Unico,9,Health and welfare,Prev_F,2
2021/2022,01801,Pavia - Universita' degli studi,Lombardia,Laurea Magistrale Ciclo Unico,9,Health and welfare,Prev_M,1
2021/2022,01801,Pavia - Universita' degli studi,Lombardia,Vecchio Ordinamento,2,Arts and humanities,Prev_F,1
2021/2022,01801,Pavia - Universita' degli studi,Lombardia,Vecchio Ordinamento,3,"Social sciences, journalism and information",Neutri,1
2021/2022,01801,Pavia - Universita' degli studi,Lombardia,Vecchio Ordinamento,4,"Business, administration and law",Neutri,1
2021/2022,01801,Pavia - Universita' degli studi,Lombardia,Vecchio Ordinamento,5,"Natural sciences, mathematics and statistics",Prev_F,1
2021/2022,01801,Pavia - Universita' degli studi,Lombardia,Vecchio Ordinamento,7,"Engineering, manufacturing and construction",Prev_M,1
2021/2022,01801,Pavia - Universita' degli studi,Lombardia,Vecchio Ordinamento,9,Health and welfare,Neutri,1
2021/2022,01701,Brescia - Universita' degli studi,Lombardia,Laurea,3,"Social sciences, journalism and information",Prev_M,1
2021/2022,01701,Brescia - Universita' degli studi,Lombardia,Laurea,4,"Business, administration and law",Neutri,1
2021/2022,01701,Brescia - Universita' degli studi,Lombardia,Laurea,4,"Business, administration and law",Prev_F,2
2021/2022,01701,Brescia - Universita' degli studi,Lombardia,Laurea,5,"Natural sciences, mathematics and statistics",Neutri,1
2021/2022,01701,Brescia - Universita' degli studi,Lombardia,Laurea,7,"Engineering, manufacturing and construction",Prev_M,6
2021/2022,01701,Brescia - Universita' degli studi,Lombardia,Laurea,8,"Agriculture, forestry, fisheries and veterinary",Prev_M,1
2021/2022,01701,Brescia - Universita' degli studi,Lombardia,Laurea,9,Health and welfare,Prev_F,4
2021/2022,01701,Brescia - Universita' degli studi,Lombardia,Laurea Magistrale,3,"Social sciences, journalism and information",Prev_M,2
2021/2022,01701,Brescia - Universita' degli studi,Lombardia,Laurea Magistrale,4,"Business, administration and law",Neutri,1
2021/2022,01701,Brescia - Universita' degli studi,Lombardia,Laurea Magistrale,4,"Business, administration and law",Prev_F,1
2021/2022,01701,Brescia - Universita' degli studi,Lombardia,Laurea Magistrale,5,"Natural sciences, mathematics and statistics",Prev_F,1
2021/2022,01701,Brescia - Universita' degli studi,Lombardia,Laurea Magistrale,7,"Engineering, manufacturing and construction",Neutri,1
2021/2022,01701,Brescia - Universita' degli studi,Lombardia,Laurea Magistrale,7,"Engineering, manufacturing and construction",Prev_M,11
2021/2022,01701,Brescia - Universita' degli studi,Lombardia,Laurea Magistrale,9,Health and welfare,Prev_F,1
2021/2022,01701,Brescia - Universita' degli studi,Lombardia,Laurea Magistrale,9,Health and welfare,Prev_M,1
2021/2022,01701,Brescia - Universita' degli studi,Lombardia,Laurea Magistrale Ciclo Unico,4,"Business, administration and law",Prev_F,1
2021/2022,01701,Brescia - Universita' degli studi,Lombardia,Laurea Magistrale Ciclo Unico,7,"Engineering, manufacturing and construction",Prev_F,1
2021/2022,01701,Brescia - Universita' degli studi,Lombardia,Laurea Magistrale Ciclo Unico,7,"Engineering, manufacturing and construction",Prev_M,1
2021/2022,01701,Brescia - Universita' degli studi,Lombardia,Laurea Magistrale Ciclo Unico,9,Health and welfare,Neutri,2
2021/2022,01701,Brescia - Universita' degli studi,Lombardia,Laurea Magistrale Ciclo Unico,9,Health and welfare,Prev_F,2
2021/2022,01701,Brescia - Universita' degli studi,Lombardia,Vecchio Ordinamento,4,"Business, administration and law",Neutri,1
2021/2022,01701,Brescia - Universita' degli studi,Lombardia,Vecchio Ordinamento,7,"Engineering, manufacturing and construction",Prev_M,1
2021/2022,01701,Brescia - Universita' degli studi,Lombardia,Vecchio Ordinamento,9,Health and welfare,Neutri,1
2021/2022,01601,Bergamo - Universita' degli studi,Lombardia,Laurea,1,Education,Prev_F,1
2021/2022,01601,Bergamo - Universita' degli studi,Lombardia,Laurea,2,Arts and humanities,Neutri,1
2021/2022,01601,Bergamo - Universita' degli studi,Lombardia,Laurea,2,Arts and humanities,Prev_F,2
2021/2022,01601,Bergamo - Universita' degli studi,Lombardia,Laurea,3,"Social sciences, journalism and information",Prev_F,2
2021/2022,01601,Bergamo - Universita' degli studi,Lombardia,Laurea,3,"Social sciences, journalism and information",Prev_M,1
2021/2022,01601,Bergamo - Universita' degli studi,Lombardia,Laurea,4,"Business, administration and law",Neutri,1
2021/2022,01601,Bergamo - Universita' degli studi,Lombardia,Laurea,4,"Business, administration and law",Prev_F,1
2021/2022,01601,Bergamo - Universita' degli studi,Lombardia,Laurea,7,"Engineering, manufacturing and construction",Prev_M,4
2021/2022,01601,Bergamo - Universita' degli studi,Lombardia,Laurea Magistrale,1,Education,Prev_F,1
2021/2022,01601,Bergamo - Universita' degli studi,Lombardia,Laurea Magistrale,2,Arts and humanities,Neutri,1
2021/2022,01601,Bergamo - Universita' degli studi,Lombardia,Laurea Magistrale,2,Arts and humanities,Prev_F,5
2021/2022,01601,Bergamo - Universita' degli studi,Lombardia,Laurea Magistrale,3,"Social sciences, journalism and information",Neutri,1
2021/2022,01601,Bergamo - Universita' degli studi,Lombardia,Laurea Magistrale,3,"Social sciences, journalism and information",Prev_F,4
2021/2022,01601,Bergamo - Universita' degli studi,Lombardia,Laurea Magistrale,3,"Social sciences, journalism and information",Prev_M,1
2021/2022,01601,Bergamo - Universita' degli studi,Lombardia,Laurea Magistrale,4,"Business, administration and law",Neutri,1
2021/2022,01601,Bergamo - Universita' degli studi,Lombardia,Laurea Magistrale,4,"Business, administration and law",Prev_M,3
2021/2022,01601,Bergamo - Universita' degli studi,Lombardia,Laurea Magistrale,7,"Engineering, manufacturing and construction",Neutri,2
2021/2022,01601,Bergamo - Universita' degli studi,Lombardia,Laurea Magistrale,7,"Engineering, manufacturing and construction",Prev_F,1
2021/2022,01601,Bergamo - Universita' degli studi,Lombardia,Laurea Magistrale,7,"Engineering, manufacturing and construction",Prev_M,5
2021/2022,01601,Bergamo - Universita' degli studi,Lombardia,Laurea Magistrale Ciclo Unico,1,Education,Prev_F,1
2021/2022,01601,Bergamo - Universita' degli studi,Lombardia,Laurea Magistrale Ciclo Unico,4,"Business, administration and law",Neutri,1
2021/2022,01601,Bergamo - Universita' degli studi,Lombardia,Vecchio Ordinamento,1,Education,Prev_F,1
2021/2022,01601,Bergamo - Universita' degli studi,Lombardia,Vecchio Ordinamento,2,Arts and humanities,Prev_F,1
2021/2022,01601,Bergamo - Universita' degli studi,Lombardia,Vecchio Ordinamento,4,"Business, administration and law",Prev_M,1
2021/2022,01601,Bergamo - Universita' degli studi,Lombardia,Vecchio Ordinamento,7,"Engineering, manufacturing and construction",Prev_M,1
2021/2022,01510,Rozzano (MI) - Humanitas University,Lombardia,Laurea,9,Health and welfare,Prev_F,1
2021/2022,01510,Rozzano (MI) - Humanitas University,Lombardia,Laurea,9,Health and welfare,Prev_M,1
2021/2022,01510,Rozzano (MI) - Humanitas University,Lombardia,Laurea Magistrale,9,Health and welfare,Prev_F,1
2021/2022,01510,Rozzano (MI) - Humanitas University,Lombardia,Laurea Magistrale Ciclo Unico,9,Health and welfare,Prev_F,1
2021/2022,01509,Milano-Bicocca - Universita' degli studi,Lombardia,Laurea,1,Education,Prev_F,1
2021/2022,01509,Milano-Bicocca - Universita' degli studi,Lombardia,Laurea,3,"Social sciences, journalism and information",Prev_F,5
2021/2022,01509,Milano-Bicocca - Universita' degli studi,Lombardia,Laurea,3,"Social sciences, journalism and information",Prev_M,1
2021/2022,01509,Milano-Bicocca - Universita' degli studi,Lombardia,Laurea,4,"Business, administration and law",Neutri,2
2021/2022,01509,Milano-Bicocca - Universita' degli studi,Lombardia,Laurea,4,"Business, administration and law",Prev_F,1
2021/2022,01509,Milano-Bicocca - Universita' degli studi,Lombardia,Laurea,5,"Natural sciences, mathematics and statistics",Neutri,4
2021/2022,01509,Milano-Bicocca - Universita' degli studi,Lombardia,Laurea,5,"Natural sciences, mathematics and statistics",Prev_F,2
2021/2022,01509,Milano-Bicocca - Universita' degli studi,Lombardia,Laurea,5,"Natural sciences, mathematics and statistics",Prev_M,3
2021/2022,01509,Milano-Bicocca - Universita' degli studi,Lombardia,Laurea,6,Information and Communication Technologies (ICTs),Prev_M,1
2021/2022,01509,Milano-Bicocca - Universita' degli studi,Lombardia,Laurea,9,Health and welfare,Neutri,1
2021/2022,01509,Milano-Bicocca - Universita' degli studi,Lombardia,Laurea,9,Health and welfare,Prev_F,4
2021/2022,01509,Milano-Bicocca - Universita' degli studi,Lombardia,Laurea Magistrale,1,Education,Prev_F,3
2021/2022,01509,Milano-Bicocca - Universita' degli studi,Lombardia,Laurea Magistrale,1,Education,Prev_M,1
2021/2022,01509,Milano-Bicocca - Universita' degli studi,Lombardia,Laurea Magistrale,3,"Social sciences, journalism and information",Neutri,3
2021/2022,01509,Milano-Bicocca - Universita' degli studi,Lombardia,Laurea Magistrale,3,"Social sciences, journalism and information",Prev_F,5
2021/2022,01509,Milano-Bicocca - Universita' degli studi,Lombardia,Laurea Magistrale,4,"Business, administration and law",Neutri,2
2021/2022,01509,Milano-Bicocca - Universita' degli studi,Lombardia,Laurea Magistrale,4,"Business, administration and law",Prev_F,3
2021/2022,01509,Milano-Bicocca - Universita' degli studi,Lombardia,Laurea Magistrale,4,"Business, administration and law",Prev_M,1
2021/2022,01509,Milano-Bicocca - Universita' degli studi,Lombardia,Laurea Magistrale,5,"Natural sciences, mathematics and statistics",Neutri,5
2021/2022,01509,Milano-Bicocca - Universita' degli studi,Lombardia,Laurea Magistrale,5,"Natural sciences, mathematics and statistics",Prev_F,2
2021/2022,01509,Milano-Bicocca - Universita' degli studi,Lombardia,Laurea Magistrale,5,"Natural sciences, mathematics and statistics",Prev_M,4
2021/2022,01509,Milano-Bicocca - Universita' degli studi,Lombardia,Laurea Magistrale,6,Information and Communication Technologies (ICTs),Neutri,1
2021/2022,01509,Milano-Bicocca - Universita' degli studi,Lombardia,Laurea Magistrale,6,Information and Communication Technologies (ICTs),Prev_M,2
2021/2022,01509,Milano-Bicocca - Universita' degli studi,Lombardia,Laurea Magistrale,7,"Engineering, manufacturing and construction",Prev_M,1
2021/2022,01509,Milano-Bicocca - Universita' degli studi,Lombardia,Laurea Magistrale,9,Health and welfare,Neutri,1
2021/2022,01509,Milano-Bicocca - Universita' degli studi,Lombardia,Laurea Magistrale,9,Health and welfare,Prev_F,2
2021/2022,01509,Milano-Bicocca - Universita' degli studi,Lombardia,Laurea Magistrale Ciclo Unico,1,Education,Prev_F,1
2021/2022,01509,Milano-Bicocca - Universita' degli studi,Lombardia,Laurea Magistrale Ciclo Unico,4,"Business, administration and law",Prev_F,1
2021/2022,01509,Milano-Bicocca - Universita' degli studi,Lombardia,Laurea Magistrale Ciclo Unico,9,Health and welfare,Neutri,2
2021/2022,01509,Milano-Bicocca - Universita' degli studi,Lombardia,Laurea Magistrale Ciclo Unico,9,Health and welfare,Prev_F,1
2021/2022,01509,Milano-Bicocca - Universita' degli studi,Lombardia,Vecchio Ordinamento,1,Education,Prev_F,2
2021/2022,01509,Milano-Bicocca - Universita' degli studi,Lombardia,Vecchio Ordinamento,3,"Social sciences, journalism and information",Neutri,1
2021/2022,01509,Milano-Bicocca - Universita' degli studi,Lombardia,Vecchio Ordinamento,4,"Business, administration and law",Prev_F,1
2021/2022,01509,Milano-Bicocca - Universita' degli studi,Lombardia,Vecchio Ordinamento,5,"Natural sciences, mathematics and statistics",Prev_M,1
2021/2022,01509,Milano-Bicocca - Universita' degli studi,Lombardia,Vecchio Ordinamento,9,Health and welfare,Prev_F,1
2021/2022,01508,Milano - Universita' Vita-Salute San Raffaele,Lombardia,Laurea,2,Arts and humanities,Neutri,1
2021/2022,01508,Milano - Universita' Vita-Salute San Raffaele,Lombardia,Laurea,3,"Social sciences, journalism and information",Prev_F,1
2021/2022,01508,Milano - Universita' Vita-Salute San Raffaele,Lombardia,Laurea,3,"Social sciences, journalism and information",Prev_M,1
2021/2022,01508,Milano - Universita' Vita-Salute San Raffaele,Lombardia,Laurea,5,"Natural sciences, mathematics and statistics",Prev_F,1
2021/2022,01508,Milano - Universita' Vita-Salute San Raffaele,Lombardia,Laurea,9,Health and welfare,Neutri,1
2021/2022,01508,Milano - Universita' Vita-Salute San Raffaele,Lombardia,Laurea,9,Health and welfare,Prev_F,2
2021/2022,01508,Milano - Universita' Vita-Salute San Raffaele,Lombardia,Laurea Magistrale,2,Arts and humanities,Neutri,1
2021/2022,01508,Milano - Universita' Vita-Salute San Raffaele,Lombardia,Laurea Magistrale,2,Arts and humanities,Prev_F,1
2021/2022,01508,Milano - Universita' Vita-Salute San Raffaele,Lombardia,Laurea Magistrale,3,"Social sciences, journalism and information",Prev_F,1
2021/2022,01508,Milano - Universita' Vita-Salute San Raffaele,Lombardia,Laurea Magistrale,5,"Natural sciences, mathematics and statistics",Prev_F,1
2021/2022,01508,Milano - Universita' Vita-Salute San Raffaele,Lombardia,Laurea Magistrale,9,Health and welfare,Prev_F,2
2021/2022,01508,Milano - Universita' Vita-Salute San Raffaele,Lombardia,Laurea Magistrale Ciclo Unico,9,Health and welfare,Neutri,1
2021/2022,01508,Milano - Universita' Vita-Salute San Raffaele,Lombardia,Laurea Magistrale Ciclo Unico,9,Health and welfare,Prev_F,1
2021/2022,01505,Milano - Libera Universita' di Lingue e Comunicazione (IULM),Lombardia,Laurea,2,Arts and humanities,Prev_F,4
2021/2022,01505,Milano - Libera Universita' di Lingue e Comunicazione (IULM),Lombardia,Laurea,3,"Social sciences, journalism and information",Prev_F,1
2021/2022,01505,Milano - Libera Universita' di Lingue e Comunicazione (IULM),Lombardia,Laurea Magistrale,2,Arts and humanities,Neutri,1
2021/2022,01505,Milano - Libera Universita' di Lingue e Comunicazione (IULM),Lombardia,Laurea Magistrale,2,Arts and humanities,Prev_F,2
2021/2022,01505,Milano - Libera Universita' di Lingue e Comunicazione (IULM),Lombardia,Laurea Magistrale,3,"Social sciences, journalism and information",Prev_F,1
2021/2022,01505,Milano - Libera Universita' di Lingue e Comunicazione (IULM),Lombardia,Laurea Magistrale,6,Information and Communication Technologies (ICTs),Neutri,1
2021/2022,01505,Milano - Libera Universita' di Lingue e Comunicazione (IULM),Lombardia,Vecchio Ordinamento,2,Arts and humanities,Prev_F,1
2021/2022,01505,Milano - Libera Universita' di Lingue e Comunicazione (IULM),Lombardia,Vecchio Ordinamento,3,"Social sciences, journalism and information",Prev_F,1
2021/2022,01504,"Milano - Universita' Cattolica del ""Sacro Cuore""",Lombardia,Laurea,1,Education,Prev_F,1
2021/2022,01504,"Milano - Universita' Cattolica del ""Sacro Cuore""",Lombardia,Laurea,2,Arts and humanities,Neutri,1
2021/2022,01504,"Milano - Universita' Cattolica del ""Sacro Cuore""",Lombardia,Laurea,2,Arts and humanities,Prev_F,6
2021/2022,01504,"Milano - Universita' Cattolica del ""Sacro Cuore""",Lombardia,Laurea,2,Arts and humanities,Prev_M,1
2021/2022,01504,"Milano - Universita' Cattolica del ""Sacro Cuore""",Lombardia,Laurea,3,"Social sciences, journalism and information",Prev_F,4
2021/2022,01504,"Milano - Universita' Cattolica del ""Sacro Cuore""",Lombardia,Laurea,3,"Social sciences, journalism and information",Prev_M,1
2021/2022,01504,"Milano - Universita' Cattolica del ""Sacro Cuore""",Lombardia,Laurea,4,"Business, administration and law",Neutri,2
2021/2022,01504,"Milano - Universita' Cattolica del ""Sacro Cuore""",Lombardia,Laurea,4,"Business, administration and law",Prev_M,1
2021/2022,01504,"Milano - Universita' Cattolica del ""Sacro Cuore""",Lombardia,Laurea,5,"Natural sciences, mathematics and statistics",Neutri,1
2021/2022,01504,"Milano - Universita' Cattolica del ""Sacro Cuore""",Lombardia,Laurea,5,"Natural sciences, mathematics and statistics",Prev_F,2
2021/2022,01504,"Milano - Universita' Cattolica del ""Sacro Cuore""",Lombardia,Laurea,5,"Natural sciences, mathematics and statistics",Prev_M,1
2021/2022,01504,"Milano - Universita' Cattolica del ""Sacro Cuore""",Lombardia,Laurea,8,"Agriculture, forestry, fisheries and veterinary",Neutri,1
2021/2022,01504,"Milano - Universita' Cattolica del ""Sacro Cuore""",Lombardia,Laurea,8,"Agriculture, forestry, fisheries and veterinary",Prev_F,1
2021/2022,01504,"Milano - Universita' Cattolica del ""Sacro Cuore""",Lombardia,Laurea,8,"Agriculture, forestry, fisheries and veterinary",Prev_M,1
2021/2022,01504,"Milano - Universita' Cattolica del ""Sacro Cuore""",Lombardia,Laurea,9,Health and welfare,Neutri,1
2021/2022,01504,"Milano - Universita' Cattolica del ""Sacro Cuore""",Lombardia,Laurea,9,Health and welfare,Prev_F,5
2021/2022,01504,"Milano - Universita' Cattolica del ""Sacro Cuore""",Lombardia,Laurea Magistrale,1,Education,Prev_F,3
2021/2022,01504,"Milano - Universita' Cattolica del ""Sacro Cuore""",Lombardia,Laurea Magistrale,2,Arts and humanities,Neutri,2
2021/2022,01504,"Milano - Universita' Cattolica del ""Sacro Cuore""",Lombardia,Laurea Magistrale,2,Arts and humanities,Prev_F,6
2021/2022,01504,"Milano - Universita' Cattolica del ""Sacro Cuore""",Lombardia,Laurea Magistrale,3,"Social sciences, journalism and information",Neutri,2
