ANNO,CODICE_ATENEO,NOME_ATENEO,REGIONE,GRADE,GENERE,CLASSE_ETA',N_AcStaff
2024,03601,Modena e Reggio Emilia - Universita' degli studi,Emilia-Romagna,A,M,35 - 44,3
2024,03701,Bologna - Universita' degli studi,Emilia-Romagna,A,M,< 35,2
2024,03601,Modena e Reggio Emilia - Universita' degli studi,Emilia-Romagna,B,M,35 - 44,67
2024,03601,Modena e Reggio Emilia - Universita' degli studi,Emilia-Romagna,B,M,>= 55,85
2024,03601,Modena e Reggio Emilia - Universita' degli studi,Emilia-Romagna,B,M,< 35,2
2024,03601,Modena e Reggio Emilia - Universita' degli studi,Emilia-Romagna,B,F,45 - 54,85
2024,03601,Modena e Reggio Emilia - Universita' degli studi,Emilia-Romagna,B,F,35 - 44,39
2024,03601,Modena e Reggio Emilia - Universita' degli studi,Emilia-Romagna,B,F,>= 55,66
2024,03601,Modena e Reggio Emilia - Universita' degli studi,Emilia-Romagna,C,F,< 35,16
2024,03601,Modena e Reggio Emilia - Universita' degli studi,Emilia-Romagna,A,M,45 - 54,47
2024,03601,Modena e Reggio Emilia - Universita' degli studi,Emilia-Romagna,C,F,>= 55,21
2024,03601,Modena e Reggio Emilia - Universita' degli studi,Emilia-Romagna,A,M,>= 55,138
2024,03601,Modena e Reggio Emilia - Universita' degli studi,Emilia-Romagna,A,F,45 - 54,16
2024,03601,Modena e Reggio Emilia - Universita' degli studi,Emilia-Romagna,A,F,35 - 44,1
2024,03601,Modena e Reggio Emilia - Universita' degli studi,Emilia-Romagna,A,F,>= 55,63
2024,03401,Parma - Universita' degli studi,Emilia-Romagna,D,M,45 - 54,5
2024,03401,Parma - Universita' degli studi,Emilia-Romagna,D,M,35 - 44,44
2024,03401,Parma - Universita' degli studi,Emilia-Romagna,D,M,>= 55,1
2024,03601,Modena e Reggio Emilia - Universita' degli studi,Emilia-Romagna,B,F,< 35,1
2024,03601,Modena e Reggio Emilia - Universita' degli studi,Emilia-Romagna,D,F,>= 55,4
2024,03202,Trieste - Scuola internazionale superiore di studi avanzati,Friuli-Venezia Giulia,B,M,45 - 54,8
2024,03701,Bologna - Universita' degli studi,Emilia-Romagna,A,F,35 - 44,9
2024,03701,Bologna - Universita' degli studi,Emilia-Romagna,A,F,>= 55,212
2024,03601,Modena e Reggio Emilia - Universita' degli studi,Emilia-Romagna,D,M,45 - 54,11
2024,03601,Modena e Reggio Emilia - Universita' degli studi,Emilia-Romagna,D,M,35 - 44,43
2024,03601,Modena e Reggio Emilia - Universita' degli studi,Emilia-Romagna,D,M,>= 55,2
2024,03601,Modena e Reggio Emilia - Universita' degli studi,Emilia-Romagna,D,M,< 35,206
2024,03601,Modena e Reggio Emilia - Universita' degli studi,Emilia-Romagna,B,M,45 - 54,106
2024,03601,Modena e Reggio Emilia - Universita' degli studi,Emilia-Romagna,D,F,35 - 44,48
2024,03401,Parma - Universita' degli studi,Emilia-Romagna,D,F,35 - 44,36
2024,03601,Modena e Reggio Emilia - Universita' degli studi,Emilia-Romagna,D,F,< 35,186
2024,03601,Modena e Reggio Emilia - Universita' degli studi,Emilia-Romagna,C,M,45 - 54,20
2024,03601,Modena e Reggio Emilia - Universita' degli studi,Emilia-Romagna,C,M,35 - 44,49
2024,03601,Modena e Reggio Emilia - Universita' degli studi,Emilia-Romagna,C,M,>= 55,26
2024,03601,Modena e Reggio Emilia - Universita' degli studi,Emilia-Romagna,C,M,< 35,37
2024,03601,Modena e Reggio Emilia - Universita' degli studi,Emilia-Romagna,C,F,45 - 54,26
2024,03601,Modena e Reggio Emilia - Universita' degli studi,Emilia-Romagna,C,F,35 - 44,58
2024,03601,Modena e Reggio Emilia - Universita' degli studi,Emilia-Romagna,D,F,45 - 54,11
2024,03202,Trieste - Scuola internazionale superiore di studi avanzati,Friuli-Venezia Giulia,D,F,35 - 44,12
2024,03401,Parma - Universita' degli studi,Emilia-Romagna,A,M,>= 55,143
2024,03401,Parma - Universita' degli studi,Emilia-Romagna,A,F,45 - 54,18
2024,03401,Parma - Universita' degli studi,Emilia-Romagna,A,F,35 - 44,4
2024,03401,Parma - Universita' degli studi,Emilia-Romagna,A,F,>= 55,51
2024,03202,Trieste - Scuola internazionale superiore di studi avanzati,Friuli-Venezia Giulia,D,M,45 - 54,1
2024,03202,Trieste - Scuola internazionale superiore di studi avanzati,Friuli-Venezia Giulia,D,M,35 - 44,15
2024,03202,Trieste - Scuola internazionale superiore di studi avanzati,Friuli-Venezia Giulia,D,M,>= 55,1
2024,03401,Parma - Universita' degli studi,Emilia-Romagna,D,M,< 35,155
2024,03202,Trieste - Scuola internazionale superiore di studi avanzati,Friuli-Venezia Giulia,D,F,45 - 54,1
2024,03401,Parma - Universita' degli studi,Emilia-Romagna,B,F,< 35,1
2024,03202,Trieste - Scuola internazionale superiore di studi avanzati,Friuli-Venezia Giulia,D,F,< 35,29
2024,03202,Trieste - Scuola internazionale superiore di studi avanzati,Friuli-Venezia Giulia,C,M,35 - 44,2
2024,03202,Trieste - Scuola internazionale superiore di studi avanzati,Friuli-Venezia Giulia,C,M,< 35,12
2024,03202,Trieste - Scuola internazionale superiore di studi avanzati,Friuli-Venezia Giulia,C,F,45 - 54,1
2024,03202,Trieste - Scuola internazionale superiore di studi avanzati,Friuli-Venezia Giulia,C,F,35 - 44,6
2024,03202,Trieste - Scuola internazionale superiore di studi avanzati,Friuli-Venezia Giulia,C,F,>= 55,1
2024,02301,Verona - Universita' degli studi,Veneto,C,M,45 - 54,14
2024,03202,Trieste - Scuola internazionale superiore di studi avanzati,Friuli-Venezia Giulia,D,M,< 35,88
2024,03401,Parma - Universita' degli studi,Emilia-Romagna,C,F,>= 55,23
2024,03701,Bologna - Universita' degli studi,Emilia-Romagna,A,M,>= 55,454
2024,03401,Parma - Universita' degli studi,Emilia-Romagna,D,F,>= 55,2
2024,03401,Parma - Universita' degli studi,Emilia-Romagna,D,F,< 35,132
2024,03401,Parma - Universita' degli studi,Emilia-Romagna,C,M,45 - 54,21
2024,03401,Parma - Universita' degli studi,Emilia-Romagna,C,M,35 - 44,50
2024,03401,Parma - Universita' degli studi,Emilia-Romagna,C,M,>= 55,23
2024,03401,Parma - Universita' degli studi,Emilia-Romagna,C,M,< 35,28
2024,03401,Parma - Universita' degli studi,Emilia-Romagna,A,M,35 - 44,3
2024,03401,Parma - Universita' degli studi,Emilia-Romagna,C,F,35 - 44,68
2024,03401,Parma - Universita' degli studi,Emilia-Romagna,A,M,45 - 54,45
2024,03401,Parma - Universita' degli studi,Emilia-Romagna,C,F,< 35,24
2024,03401,Parma - Universita' degli studi,Emilia-Romagna,B,M,45 - 54,115
2024,03401,Parma - Universita' degli studi,Emilia-Romagna,B,M,35 - 44,50
2024,03401,Parma - Universita' degli studi,Emilia-Romagna,B,M,>= 55,101
2024,03401,Parma - Universita' degli studi,Emilia-Romagna,B,F,45 - 54,92
2024,03401,Parma - Universita' degli studi,Emilia-Romagna,B,F,35 - 44,40
2024,03401,Parma - Universita' degli studi,Emilia-Romagna,B,F,>= 55,74
2024,03401,Parma - Universita' degli studi,Emilia-Romagna,D,F,45 - 54,5
2024,03401,Parma - Universita' degli studi,Emilia-Romagna,C,F,45 - 54,16
2024,03801,Ferrara - Universita' degli studi,Emilia-Romagna,D,F,35 - 44,35
2024,03701,Bologna - Universita' degli studi,Emilia-Romagna,A,F,45 - 54,90
2024,04101,"Urbino - Universita' degli studi ""Carlo Bo""",Marche,A,F,45 - 54,4
2024,04101,"Urbino - Universita' degli studi ""Carlo Bo""",Marche,A,F,35 - 44,1
2024,04101,"Urbino - Universita' degli studi ""Carlo Bo""",Marche,A,F,>= 55,21
2024,03801,Ferrara - Universita' degli studi,Emilia-Romagna,D,M,45 - 54,8
2024,03801,Ferrara - Universita' degli studi,Emilia-Romagna,D,M,35 - 44,16
2024,03801,Ferrara - Universita' degli studi,Emilia-Romagna,D,M,>= 55,5
2024,04101,"Urbino - Universita' degli studi ""Carlo Bo""",Marche,A,M,35 - 44,2
2024,03801,Ferrara - Universita' degli studi,Emilia-Romagna,D,F,45 - 54,4
2024,04101,"Urbino - Universita' degli studi ""Carlo Bo""",Marche,A,M,45 - 54,5
2024,03801,Ferrara - Universita' degli studi,Emilia-Romagna,D,F,< 35,130
2024,03801,Ferrara - Universita' degli studi,Emilia-Romagna,C,M,45 - 54,13
2024,03801,Ferrara - Universita' degli studi,Emilia-Romagna,C,M,35 - 44,39
2024,03801,Ferrara - Universita' degli studi,Emilia-Romagna,C,M,>= 55,16
2024,03801,Ferrara - Universita' degli studi,Emilia-Romagna,C,M,< 35,13
2024,03801,Ferrara - Universita' degli studi,Emilia-Romagna,C,F,45 - 54,16
2024,03801,Ferrara - Universita' degli studi,Emilia-Romagna,C,F,35 - 44,49
2024,03801,Ferrara - Universita' degli studi,Emilia-Romagna,D,M,< 35,104
2024,04101,"Urbino - Universita' degli studi ""Carlo Bo""",Marche,C,F,>= 55,24
2024,04101,"Urbino - Universita' degli studi ""Carlo Bo""",Marche,D,F,35 - 44,23
2024,04101,"Urbino - Universita' degli studi ""Carlo Bo""",Marche,D,F,>= 55,3
2024,04101,"Urbino - Universita' degli studi ""Carlo Bo""",Marche,D,F,< 35,43
2024,04101,"Urbino - Universita' degli studi ""Carlo Bo""",Marche,C,M,45 - 54,11
2024,04101,"Urbino - Universita' degli studi ""Carlo Bo""",Marche,C,M,35 - 44,14
2024,04101,"Urbino - Universita' degli studi ""Carlo Bo""",Marche,C,M,>= 55,16
2024,04101,"Urbino - Universita' degli studi ""Carlo Bo""",Marche,C,M,< 35,6
2024,04101,"Urbino - Universita' degli studi ""Carlo Bo""",Marche,A,M,>= 55,47
2024,04101,"Urbino - Universita' degli studi ""Carlo Bo""",Marche,C,F,35 - 44,13
2024,03801,Ferrara - Universita' degli studi,Emilia-Romagna,B,M,45 - 54,68
2024,04101,"Urbino - Universita' degli studi ""Carlo Bo""",Marche,C,F,< 35,5
2024,04101,"Urbino - Universita' degli studi ""Carlo Bo""",Marche,B,M,45 - 54,45
2024,04101,"Urbino - Universita' degli studi ""Carlo Bo""",Marche,B,M,35 - 44,11
2024,04101,"Urbino - Universita' degli studi ""Carlo Bo""",Marche,B,M,>= 55,37
2024,04101,"Urbino - Universita' degli studi ""Carlo Bo""",Marche,B,F,45 - 54,32
2024,04101,"Urbino - Universita' degli studi ""Carlo Bo""",Marche,B,F,35 - 44,10
2024,04101,"Urbino - Universita' degli studi ""Carlo Bo""",Marche,B,F,>= 55,45
2024,04101,"Urbino - Universita' degli studi ""Carlo Bo""",Marche,C,F,45 - 54,13
2024,03701,Bologna - Universita' degli studi,Emilia-Romagna,B,M,35 - 44,216
2024,03701,Bologna - Universita' degli studi,Emilia-Romagna,C,M,45 - 54,71
2024,03701,Bologna - Universita' degli studi,Emilia-Romagna,C,M,35 - 44,234
2024,03701,Bologna - Universita' degli studi,Emilia-Romagna,C,M,>= 55,71
2024,03701,Bologna - Universita' degli studi,Emilia-Romagna,C,M,< 35,138
2024,03701,Bologna - Universita' degli studi,Emilia-Romagna,C,F,45 - 54,76
2024,03701,Bologna - Universita' degli studi,Emilia-Romagna,C,F,35 - 44,225
2024,03701,Bologna - Universita' degli studi,Emilia-Romagna,C,F,>= 55,53
2024,03801,Ferrara - Universita' degli studi,Emilia-Romagna,C,F,>= 55,20
2024,03701,Bologna - Universita' degli studi,Emilia-Romagna,B,M,45 - 54,334
2024,03701,Bologna - Universita' degli studi,Emilia-Romagna,D,F,35 - 44,189
2024,03701,Bologna - Universita' degli studi,Emilia-Romagna,B,M,>= 55,280
2024,03701,Bologna - Universita' degli studi,Emilia-Romagna,B,M,< 35,4
2024,03701,Bologna - Universita' degli studi,Emilia-Romagna,B,F,45 - 54,331
2024,03701,Bologna - Universita' degli studi,Emilia-Romagna,B,F,35 - 44,131
2024,03701,Bologna - Universita' degli studi,Emilia-Romagna,B,F,>= 55,228
2024,03701,Bologna - Universita' degli studi,Emilia-Romagna,A,M,45 - 54,198
2024,03701,Bologna - Universita' degli studi,Emilia-Romagna,A,M,35 - 44,17
2024,03701,Bologna - Universita' degli studi,Emilia-Romagna,C,F,< 35,60
2024,03801,Ferrara - Universita' degli studi,Emilia-Romagna,A,F,45 - 54,10
2024,03202,Trieste - Scuola internazionale superiore di studi avanzati,Friuli-Venezia Giulia,B,M,35 - 44,12
2024,03801,Ferrara - Universita' degli studi,Emilia-Romagna,B,M,35 - 44,40
2024,03801,Ferrara - Universita' degli studi,Emilia-Romagna,B,M,>= 55,78
2024,03801,Ferrara - Universita' degli studi,Emilia-Romagna,B,F,45 - 54,68
2024,03801,Ferrara - Universita' degli studi,Emilia-Romagna,B,F,35 - 44,25
2024,03801,Ferrara - Universita' degli studi,Emilia-Romagna,B,F,>= 55,61
2024,03801,Ferrara - Universita' degli studi,Emilia-Romagna,A,M,45 - 54,34
2024,03701,Bologna - Universita' degli studi,Emilia-Romagna,D,F,< 35,697
2024,03801,Ferrara - Universita' degli studi,Emilia-Romagna,A,M,>= 55,118
2024,03701,Bologna - Universita' degli studi,Emilia-Romagna,D,F,>= 55,8
2024,03801,Ferrara - Universita' degli studi,Emilia-Romagna,A,F,35 - 44,1
2024,03801,Ferrara - Universita' degli studi,Emilia-Romagna,A,F,>= 55,29
2024,03701,Bologna - Universita' degli studi,Emilia-Romagna,D,M,45 - 54,27
2024,03701,Bologna - Universita' degli studi,Emilia-Romagna,D,M,35 - 44,191
2024,03701,Bologna - Universita' degli studi,Emilia-Romagna,D,M,>= 55,14
2024,03701,Bologna - Universita' degli studi,Emilia-Romagna,D,M,< 35,755
2024,03701,Bologna - Universita' degli studi,Emilia-Romagna,D,F,45 - 54,37
2024,03801,Ferrara - Universita' degli studi,Emilia-Romagna,C,F,< 35,17
2024,03801,Ferrara - Universita' degli studi,Emilia-Romagna,A,M,35 - 44,2
2024,02702,Venezia - Universita' IUAV,Veneto,B,M,45 - 54,14
2024,02801,Padova - Universita' degli studi,Veneto,C,F,>= 55,35
2024,02702,Venezia - Universita' IUAV,Veneto,D,F,< 35,44
2024,02702,Venezia - Universita' IUAV,Veneto,C,M,45 - 54,1
2024,02702,Venezia - Universita' IUAV,Veneto,C,M,35 - 44,14
2024,02702,Venezia - Universita' IUAV,Veneto,C,M,>= 55,4
2024,02702,Venezia - Universita' IUAV,Veneto,C,F,45 - 54,2
2024,02702,Venezia - Universita' IUAV,Veneto,C,F,35 - 44,8
2024,02702,Venezia - Universita' IUAV,Veneto,D,F,45 - 54,4
2024,02702,Venezia - Universita' IUAV,Veneto,C,F,< 35,4
2024,02702,Venezia - Universita' IUAV,Veneto,D,M,< 35,36
2024,02702,Venezia - Universita' IUAV,Veneto,B,M,35 - 44,9
2024,02702,Venezia - Universita' IUAV,Veneto,B,M,>= 55,25
2024,02702,Venezia - Universita' IUAV,Veneto,B,F,45 - 54,19
2024,02702,Venezia - Universita' IUAV,Veneto,B,F,35 - 44,4
2024,02702,Venezia - Universita' IUAV,Veneto,B,F,>= 55,13
2024,02702,Venezia - Universita' IUAV,Veneto,A,M,45 - 54,6
2024,02702,Venezia - Universita' IUAV,Veneto,A,M,35 - 44,1
2024,02702,Venezia - Universita' IUAV,Veneto,C,F,>= 55,3
2024,02801,Padova - Universita' degli studi,Veneto,A,M,35 - 44,24
2024,03202,Trieste - Scuola internazionale superiore di studi avanzati,Friuli-Venezia Giulia,C,F,< 35,2
2024,02801,Padova - Universita' degli studi,Veneto,B,M,45 - 54,308
2024,02801,Padova - Universita' degli studi,Veneto,B,M,35 - 44,176
2024,02801,Padova - Universita' degli studi,Veneto,B,M,>= 55,266
2024,02801,Padova - Universita' degli studi,Veneto,B,M,< 35,2
2024,02801,Padova - Universita' degli studi,Veneto,B,F,45 - 54,218
2024,02801,Padova - Universita' degli studi,Veneto,B,F,35 - 44,122
2024,02702,Venezia - Universita' IUAV,Veneto,D,F,35 - 44,17
2024,02801,Padova - Universita' degli studi,Veneto,A,M,45 - 54,134
2024,02702,Venezia - Universita' IUAV,Veneto,A,F,>= 55,16
2024,02801,Padova - Universita' degli studi,Veneto,A,M,>= 55,347
2024,02801,Padova - Universita' degli studi,Veneto,A,F,45 - 54,54
2024,02801,Padova - Universita' degli studi,Veneto,A,F,35 - 44,3
2024,02801,Padova - Universita' degli studi,Veneto,A,F,>= 55,123
2024,02702,Venezia - Universita' IUAV,Veneto,D,M,45 - 54,5
2024,02702,Venezia - Universita' IUAV,Veneto,D,M,35 - 44,19
2024,02702,Venezia - Universita' IUAV,Veneto,D,M,>= 55,1
2024,02801,Padova - Universita' degli studi,Veneto,B,F,>= 55,170
2024,02301,Verona - Universita' degli studi,Veneto,D,M,45 - 54,7
2024,02701,"Venezia - Universita' degli studi ""Ca' Foscari""",Veneto,B,F,45 - 54,53
2024,02701,"Venezia - Universita' degli studi ""Ca' Foscari""",Veneto,B,F,35 - 44,37
2024,02701,"Venezia - Universita' degli studi ""Ca' Foscari""",Veneto,B,F,>= 55,52
2024,02701,"Venezia - Universita' degli studi ""Ca' Foscari""",Veneto,A,M,45 - 54,34
2024,02701,"Venezia - Universita' degli studi ""Ca' Foscari""",Veneto,A,M,35 - 44,8
2024,02701,"Venezia - Universita' degli studi ""Ca' Foscari""",Veneto,A,M,>= 55,80
2024,02701,"Venezia - Universita' degli studi ""Ca' Foscari""",Veneto,A,F,45 - 54,14
2024,02702,Venezia - Universita' IUAV,Veneto,A,M,>= 55,21
2024,02701,"Venezia - Universita' degli studi ""Ca' Foscari""",Veneto,A,F,>= 55,45
2024,02701,"Venezia - Universita' degli studi ""Ca' Foscari""",Veneto,B,M,45 - 54,74
2024,02301,Verona - Universita' degli studi,Veneto,D,M,35 - 44,36
2024,02301,Verona - Universita' degli studi,Veneto,D,M,>= 55,5
2024,02301,Verona - Universita' degli studi,Veneto,D,M,< 35,136
2024,02301,Verona - Universita' degli studi,Veneto,D,F,45 - 54,15
2024,02301,Verona - Universita' degli studi,Veneto,D,F,35 - 44,68
2024,02301,Verona - Universita' degli studi,Veneto,D,F,>= 55,6
2024,05403,Perugia - Universita' per stranieri,Umbria,C,F,>= 55,2
2024,02701,"Venezia - Universita' degli studi ""Ca' Foscari""",Veneto,A,F,35 - 44,3
2024,02701,"Venezia - Universita' degli studi ""Ca' Foscari""",Veneto,C,M,45 - 54,26
2024,02801,Padova - Universita' degli studi,Veneto,C,F,35 - 44,188
2024,02701,"Venezia - Universita' degli studi ""Ca' Foscari""",Veneto,D,M,45 - 54,24
2024,02701,"Venezia - Universita' degli studi ""Ca' Foscari""",Veneto,D,M,35 - 44,65
2024,02701,"Venezia - Universita' degli studi ""Ca' Foscari""",Veneto,D,M,>= 55,3
2024,02701,"Venezia - Universita' degli studi ""Ca' Foscari""",Veneto,D,M,< 35,100
2024,02701,"Venezia - Universita' degli studi ""Ca' Foscari""",Veneto,D,F,45 - 54,25
2024,02701,"Venezia - Universita' degli studi ""Ca' Foscari""",Veneto,D,F,35 - 44,82
2024,02701,"Venezia - Universita' degli studi ""Ca' Foscari""",Veneto,B,M,>= 55,58
2024,02701,"Venezia - Universita' degli studi ""Ca' Foscari""",Veneto,D,F,< 35,120
2024,02701,"Venezia - Universita' degli studi ""Ca' Foscari""",Veneto,B,M,35 - 44,47
2024,02701,"Venezia - Universita' degli studi ""Ca' Foscari""",Veneto,C,M,35 - 44,47
2024,02701,"Venezia - Universita' degli studi ""Ca' Foscari""",Veneto,C,M,>= 55,6
2024,02701,"Venezia - Universita' degli studi ""Ca' Foscari""",Veneto,C,M,< 35,17
2024,02701,"Venezia - Universita' degli studi ""Ca' Foscari""",Veneto,C,F,45 - 54,20
2024,02701,"Venezia - Universita' degli studi ""Ca' Foscari""",Veneto,C,F,35 - 44,47
2024,02701,"Venezia - Universita' degli studi ""Ca' Foscari""",Veneto,C,F,>= 55,12
2024,02701,"Venezia - Universita' degli studi ""Ca' Foscari""",Veneto,C,F,< 35,9
2024,02702,Venezia - Universita' IUAV,Veneto,A,F,45 - 54,4
2024,02701,"Venezia - Universita' degli studi ""Ca' Foscari""",Veneto,D,F,>= 55,5
2024,03201,Trieste - Universita' degli studi,Friuli-Venezia Giulia,B,F,35 - 44,22
2024,02801,Padova - Universita' degli studi,Veneto,C,F,< 35,75
2024,03201,Trieste - Universita' degli studi,Friuli-Venezia Giulia,C,F,35 - 44,28
2024,03201,Trieste - Universita' degli studi,Friuli-Venezia Giulia,C,F,>= 55,32
2024,03201,Trieste - Universita' degli studi,Friuli-Venezia Giulia,C,F,< 35,8
2024,03201,Trieste - Universita' degli studi,Friuli-Venezia Giulia,B,M,45 - 54,92
2024,03201,Trieste - Universita' degli studi,Friuli-Venezia Giulia,B,M,35 - 44,44
2024,03201,Trieste - Universita' degli studi,Friuli-Venezia Giulia,B,M,>= 55,110
2024,03201,Trieste - Universita' degli studi,Friuli-Venezia Giulia,C,M,< 35,13
2024,03201,Trieste - Universita' degli studi,Friuli-Venezia Giulia,B,F,45 - 54,45
2024,03201,Trieste - Universita' degli studi,Friuli-Venezia Giulia,C,M,>= 55,31
2024,03201,Trieste - Universita' degli studi,Friuli-Venezia Giulia,B,F,>= 55,59
2024,03201,Trieste - Universita' degli studi,Friuli-Venezia Giulia,A,M,45 - 54,17
2024,03201,Trieste - Universita' degli studi,Friuli-Venezia Giulia,A,M,35 - 44,2
2024,03201,Trieste - Universita' degli studi,Friuli-Venezia Giulia,A,M,>= 55,91
2024,03201,Trieste - Universita' degli studi,Friuli-Venezia Giulia,A,F,45 - 54,2
2024,03201,Trieste - Universita' degli studi,Friuli-Venezia Giulia,A,F,>= 55,28
2024,03001,Udine - Universita' degli studi,Friuli-Venezia Giulia,D,M,45 - 54,8
2024,03201,Trieste - Universita' degli studi,Friuli-Venezia Giulia,B,M,< 35,3
2024,03201,Trieste - Universita' degli studi,Friuli-Venezia Giulia,D,M,35 - 44,26
2024,03202,Trieste - Scuola internazionale superiore di studi avanzati,Friuli-Venezia Giulia,B,M,>= 55,4
2024,03202,Trieste - Scuola internazionale superiore di studi avanzati,Friuli-Venezia Giulia,B,F,35 - 44,1
2024,03202,Trieste - Scuola internazionale superiore di studi avanzati,Friuli-Venezia Giulia,B,F,>= 55,1
2024,03202,Trieste - Scuola internazionale superiore di studi avanzati,Friuli-Venezia Giulia,A,M,45 - 54,19
2024,03202,Trieste - Scuola internazionale superiore di studi avanzati,Friuli-Venezia Giulia,A,M,35 - 44,5
2024,03202,Trieste - Scuola internazionale superiore di studi avanzati,Friuli-Venezia Giulia,A,M,>= 55,18
2024,03202,Trieste - Scuola internazionale superiore di studi avanzati,Friuli-Venezia Giulia,A,F,45 - 54,1
2024,03201,Trieste - Universita' degli studi,Friuli-Venezia Giulia,C,F,45 - 54,12
2024,03201,Trieste - Universita' degli studi,Friuli-Venezia Giulia,D,M,45 - 54,9
2024,03001,Udine - Universita' degli studi,Friuli-Venezia Giulia,D,M,< 35,94
2024,03201,Trieste - Universita' degli studi,Friuli-Venezia Giulia,D,M,< 35,76
2024,03201,Trieste - Universita' degli studi,Friuli-Venezia Giulia,D,F,45 - 54,8
2024,03201,Trieste - Universita' degli studi,Friuli-Venezia Giulia,D,F,35 - 44,26
2024,03201,Trieste - Universita' degli studi,Friuli-Venezia Giulia,D,F,>= 55,3
2024,03201,Trieste - Universita' degli studi,Friuli-Venezia Giulia,D,F,< 35,85
2024,03201,Trieste - Universita' degli studi,Friuli-Venezia Giulia,C,M,45 - 54,18
2024,03201,Trieste - Universita' degli studi,Friuli-Venezia Giulia,C,M,35 - 44,54
2024,03202,Trieste - Scuola internazionale superiore di studi avanzati,Friuli-Venezia Giulia,A,F,>= 55,5
2024,02801,Padova - Universita' degli studi,Veneto,D,F,35 - 44,134
2024,03001,Udine - Universita' degli studi,Friuli-Venezia Giulia,A,M,45 - 54,21
2024,03001,Udine - Universita' degli studi,Friuli-Venezia Giulia,A,M,>= 55,113
2024,03001,Udine - Universita' degli studi,Friuli-Venezia Giulia,A,F,45 - 54,12
2024,03001,Udine - Universita' degli studi,Friuli-Venezia Giulia,A,F,>= 55,38
2024,02801,Padova - Universita' degli studi,Veneto,D,M,45 - 54,20
2024,02801,Padova - Universita' degli studi,Veneto,D,M,35 - 44,138
2024,02801,Padova - Universita' degli studi,Veneto,D,M,>= 55,5
2024,03001,Udine - Universita' degli studi,Friuli-Venezia Giulia,D,M,35 - 44,31
2024,02801,Padova - Universita' degli studi,Veneto,D,F,45 - 54,22
2024,03001,Udine - Universita' degli studi,Friuli-Venezia Giulia,B,F,45 - 54,41
2024,02801,Padova - Universita' degli studi,Veneto,D,F,>= 55,4
2024,02801,Padova - Universita' degli studi,Veneto,D,F,< 35,544
2024,02801,Padova - Universita' degli studi,Veneto,C,M,45 - 54,52
2024,02801,Padova - Universita' degli studi,Veneto,C,M,35 - 44,243
2024,02801,Padova - Universita' degli studi,Veneto,C,M,>= 55,35
2024,02801,Padova - Universita' degli studi,Veneto,C,M,< 35,109
2024,02801,Padova - Universita' degli studi,Veneto,C,F,45 - 54,57
2024,02801,Padova - Universita' degli studi,Veneto,D,M,< 35,613
2024,03001,Udine - Universita' degli studi,Friuli-Venezia Giulia,C,F,45 - 54,18
2024,04101,"Urbino - Universita' degli studi ""Carlo Bo""",Marche,D,M,>= 55,3
2024,03001,Udine - Universita' degli studi,Friuli-Venezia Giulia,D,F,45 - 54,13
2024,03001,Udine - Universita' degli studi,Friuli-Venezia Giulia,D,F,35 - 44,27
2024,03001,Udine - Universita' degli studi,Friuli-Venezia Giulia,D,F,>= 55,5
2024,03001,Udine - Universita' degli studi,Friuli-Venezia Giulia,D,F,< 35,76
2024,03001,Udine - Universita' degli studi,Friuli-Venezia Giulia,C,M,45 - 54,24
2024,03001,Udine - Universita' degli studi,Friuli-Venezia Giulia,C,M,35 - 44,44
2024,03001,Udine - Universita' degli studi,Friuli-Venezia Giulia,B,F,>= 55,53
2024,03001,Udine - Universita' degli studi,Friuli-Venezia Giulia,C,M,< 35,15
2024,03001,Udine - Universita' degli studi,Friuli-Venezia Giulia,B,F,35 - 44,19
2024,03001,Udine - Universita' degli studi,Friuli-Venezia Giulia,C,F,35 - 44,23
2024,03001,Udine - Universita' degli studi,Friuli-Venezia Giulia,C,F,>= 55,26
2024,03001,Udine - Universita' degli studi,Friuli-Venezia Giulia,C,F,< 35,8
2024,03001,Udine - Universita' degli studi,Friuli-Venezia Giulia,B,M,45 - 54,84
2024,03001,Udine - Universita' degli studi,Friuli-Venezia Giulia,B,M,35 - 44,35
2024,03001,Udine - Universita' degli studi,Friuli-Venezia Giulia,B,M,>= 55,83
2024,03001,Udine - Universita' degli studi,Friuli-Venezia Giulia,B,M,< 35,1
2024,03001,Udine - Universita' degli studi,Friuli-Venezia Giulia,D,M,>= 55,3
2024,03001,Udine - Universita' degli studi,Friuli-Venezia Giulia,C,M,>= 55,41
2024,05003,"Pisa - Scuola superiore studi universitari e perfezionamento ""S. Anna""",Toscana,B,F,45 - 54,10
2024,05201,Siena - Universita' degli studi,Toscana,B,M,35 - 44,40
2024,05003,"Pisa - Scuola superiore studi universitari e perfezionamento ""S. Anna""",Toscana,C,M,< 35,20
2024,05003,"Pisa - Scuola superiore studi universitari e perfezionamento ""S. Anna""",Toscana,C,F,45 - 54,6
2024,05003,"Pisa - Scuola superiore studi universitari e perfezionamento ""S. Anna""",Toscana,C,F,35 - 44,16
2024,05003,"Pisa - Scuola superiore studi universitari e perfezionamento ""S. Anna""",Toscana,C,F,>= 55,1
2024,05003,"Pisa - Scuola superiore studi universitari e perfezionamento ""S. Anna""",Toscana,C,F,< 35,7
2024,05003,"Pisa - Scuola superiore studi universitari e perfezionamento ""S. Anna""",Toscana,B,M,45 - 54,17
