ANNO,CODICE_ATENEO,NOME_ATENEO,REGIONE,GRADE,GENERE,CLASSE_ETA',N_AcStaff
2018,05003,"Pisa - Scuola superiore studi universitari e perfezionamento ""S. Anna""",Toscana,B,F,45 - 54,3
2018,05003,"Pisa - Scuola superiore studi universitari e perfezionamento ""S. Anna""",Toscana,B,M,45 - 54,7
2018,05003,"Pisa - Scuola superiore studi universitari e perfezionamento ""S. Anna""",Toscana,C,M,< 35,7
2018,05003,"Pisa - Scuola superiore studi universitari e perfezionamento ""S. Anna""",Toscana,C,F,< 35,2
2018,05003,"Pisa - Scuola superiore studi universitari e perfezionamento ""S. Anna""",Toscana,C,F,>= 55,1
2018,05003,"Pisa - Scuola superiore studi universitari e perfezionamento ""S. Anna""",Toscana,C,M,>= 55,3
2018,05003,"Pisa - Scuola superiore studi universitari e perfezionamento ""S. Anna""",Toscana,C,F,35 - 44,12
2018,05003,"Pisa - Scuola superiore studi universitari e perfezionamento ""S. Anna""",Toscana,C,M,35 - 44,31
2018,05003,"Pisa - Scuola superiore studi universitari e perfezionamento ""S. Anna""",Toscana,C,F,45 - 54,2
2018,05003,"Pisa - Scuola superiore studi universitari e perfezionamento ""S. Anna""",Toscana,C,M,45 - 54,9
2018,05003,"Pisa - Scuola superiore studi universitari e perfezionamento ""S. Anna""",Toscana,D,F,< 35,65
2018,05003,"Pisa - Scuola superiore studi universitari e perfezionamento ""S. Anna""",Toscana,D,M,< 35,86
2018,05003,"Pisa - Scuola superiore studi universitari e perfezionamento ""S. Anna""",Toscana,D,F,35 - 44,26
2018,05003,"Pisa - Scuola superiore studi universitari e perfezionamento ""S. Anna""",Toscana,D,M,35 - 44,23
2018,05003,"Pisa - Scuola superiore studi universitari e perfezionamento ""S. Anna""",Toscana,D,F,45 - 54,8
2018,05003,"Pisa - Scuola superiore studi universitari e perfezionamento ""S. Anna""",Toscana,D,M,45 - 54,6
2018,05201,Siena - Universita' degli studi,Toscana,A,F,>= 55,32
2018,05201,Siena - Universita' degli studi,Toscana,A,M,>= 55,112
2018,05201,Siena - Universita' degli studi,Toscana,A,M,45 - 54,29
2018,05201,Siena - Universita' degli studi,Toscana,A,F,45 - 54,8
2018,05201,Siena - Universita' degli studi,Toscana,B,F,>= 55,33
2018,05201,Siena - Universita' degli studi,Toscana,B,M,>= 55,89
2018,05201,Siena - Universita' degli studi,Toscana,B,F,35 - 44,7
2018,05201,Siena - Universita' degli studi,Toscana,B,M,35 - 44,18
2018,05201,Siena - Universita' degli studi,Toscana,B,F,45 - 54,38
2018,05201,Siena - Universita' degli studi,Toscana,B,M,45 - 54,68
2018,05201,Siena - Universita' degli studi,Toscana,C,M,< 35,6
2018,05201,Siena - Universita' degli studi,Toscana,C,F,< 35,2
2018,05201,Siena - Universita' degli studi,Toscana,C,F,>= 55,50
2018,05201,Siena - Universita' degli studi,Toscana,C,M,>= 55,49
2018,05201,Siena - Universita' degli studi,Toscana,C,M,35 - 44,39
2018,05201,Siena - Universita' degli studi,Toscana,C,F,35 - 44,38
2018,05201,Siena - Universita' degli studi,Toscana,C,F,45 - 54,47
2018,05201,Siena - Universita' degli studi,Toscana,C,M,45 - 54,50
2018,05201,Siena - Universita' degli studi,Toscana,D,F,< 35,13
2018,05201,Siena - Universita' degli studi,Toscana,D,M,< 35,8
2018,05201,Siena - Universita' degli studi,Toscana,D,F,35 - 44,6
2018,05201,Siena - Universita' degli studi,Toscana,D,M,35 - 44,6
2018,05202,Siena - Universita' per stranieri,Toscana,A,M,>= 55,4
2018,05202,Siena - Universita' per stranieri,Toscana,A,F,>= 55,5
2018,05202,Siena - Universita' per stranieri,Toscana,A,M,45 - 54,2
2018,05202,Siena - Universita' per stranieri,Toscana,B,F,>= 55,2
2018,05202,Siena - Universita' per stranieri,Toscana,B,M,>= 55,1
2018,05202,Siena - Universita' per stranieri,Toscana,B,F,35 - 44,2
2018,05202,Siena - Universita' per stranieri,Toscana,B,M,35 - 44,1
2018,05202,Siena - Universita' per stranieri,Toscana,B,F,45 - 54,10
2018,05202,Siena - Universita' per stranieri,Toscana,B,M,45 - 54,3
2018,05202,Siena - Universita' per stranieri,Toscana,C,F,< 35,2
2018,05202,Siena - Universita' per stranieri,Toscana,C,M,< 35,1
2018,05202,Siena - Universita' per stranieri,Toscana,C,M,>= 55,1
2018,05202,Siena - Universita' per stranieri,Toscana,C,F,>= 55,1
2018,05202,Siena - Universita' per stranieri,Toscana,C,F,35 - 44,5
2018,05202,Siena - Universita' per stranieri,Toscana,C,M,35 - 44,4
2018,05202,Siena - Universita' per stranieri,Toscana,C,F,45 - 54,5
2018,05202,Siena - Universita' per stranieri,Toscana,C,M,45 - 54,3
2018,05202,Siena - Universita' per stranieri,Toscana,D,F,< 35,8
2018,05202,Siena - Universita' per stranieri,Toscana,D,M,< 35,2
2018,05202,Siena - Universita' per stranieri,Toscana,D,F,35 - 44,3
2018,05202,Siena - Universita' per stranieri,Toscana,D,M,35 - 44,2
2018,05202,Siena - Universita' per stranieri,Toscana,D,F,45 - 54,3
2018,05202,Siena - Universita' per stranieri,Toscana,D,M,45 - 54,3
2018,05401,Perugia - Universita' degli studi,Umbria,A,M,>= 55,126
2018,05401,Perugia - Universita' degli studi,Umbria,A,F,>= 55,30
2018,05401,Perugia - Universita' degli studi,Umbria,A,M,35 - 44,2
2018,05401,Perugia - Universita' degli studi,Umbria,A,F,45 - 54,11
2018,05401,Perugia - Universita' degli studi,Umbria,A,M,45 - 54,26
2018,05401,Perugia - Universita' degli studi,Umbria,B,F,>= 55,67
2018,05401,Perugia - Universita' degli studi,Umbria,B,M,>= 55,101
2018,05401,Perugia - Universita' degli studi,Umbria,B,F,35 - 44,23
2018,05401,Perugia - Universita' degli studi,Umbria,B,M,35 - 44,39
2018,05401,Perugia - Universita' degli studi,Umbria,B,F,45 - 54,65
2018,05401,Perugia - Universita' degli studi,Umbria,B,M,45 - 54,117
2018,05401,Perugia - Universita' degli studi,Umbria,C,F,< 35,8
2018,05401,Perugia - Universita' degli studi,Umbria,C,M,< 35,10
2018,05401,Perugia - Universita' degli studi,Umbria,C,F,>= 55,50
2018,05401,Perugia - Universita' degli studi,Umbria,C,M,>= 55,50
2018,05401,Perugia - Universita' degli studi,Umbria,C,F,35 - 44,71
2018,05401,Perugia - Universita' degli studi,Umbria,C,M,35 - 44,64
2018,05401,Perugia - Universita' degli studi,Umbria,C,F,45 - 54,83
2018,05401,Perugia - Universita' degli studi,Umbria,C,M,45 - 54,63
2018,05401,Perugia - Universita' degli studi,Umbria,D,F,< 35,90
2018,05401,Perugia - Universita' degli studi,Umbria,D,M,< 35,61
2018,05401,Perugia - Universita' degli studi,Umbria,D,F,>= 55,1
2018,05401,Perugia - Universita' degli studi,Umbria,D,M,>= 55,1
2018,05401,Perugia - Universita' degli studi,Umbria,D,F,35 - 44,52
2018,05401,Perugia - Universita' degli studi,Umbria,D,M,35 - 44,41
2018,05401,Perugia - Universita' degli studi,Umbria,D,F,45 - 54,17
2018,05401,Perugia - Universita' degli studi,Umbria,D,M,45 - 54,10
2018,05403,Perugia - Universita' per stranieri,Umbria,A,F,>= 55,7
2018,05403,Perugia - Universita' per stranieri,Umbria,A,M,35 - 44,1
2018,05403,Perugia - Universita' per stranieri,Umbria,A,M,45 - 54,1
2018,05403,Perugia - Universita' per stranieri,Umbria,B,F,>= 55,3
2018,05403,Perugia - Universita' per stranieri,Umbria,B,M,>= 55,6
2018,05403,Perugia - Universita' per stranieri,Umbria,B,F,35 - 44,2
2018,05403,Perugia - Universita' per stranieri,Umbria,B,M,35 - 44,3
2018,05403,Perugia - Universita' per stranieri,Umbria,B,M,45 - 54,7
2018,05403,Perugia - Universita' per stranieri,Umbria,B,F,45 - 54,5
2018,05403,Perugia - Universita' per stranieri,Umbria,C,M,>= 55,4
2018,05403,Perugia - Universita' per stranieri,Umbria,C,F,35 - 44,3
2018,05403,Perugia - Universita' per stranieri,Umbria,C,M,35 - 44,5
2018,05403,Perugia - Universita' per stranieri,Umbria,C,F,45 - 54,4
2018,05403,Perugia - Universita' per stranieri,Umbria,C,M,45 - 54,2
2018,05403,Perugia - Universita' per stranieri,Umbria,D,F,< 35,1
2018,05403,Perugia - Universita' per stranieri,Umbria,D,M,< 35,2
2018,05403,Perugia - Universita' per stranieri,Umbria,D,F,35 - 44,2
2018,05403,Perugia - Universita' per stranieri,Umbria,D,M,35 - 44,1
2018,05403,Perugia - Universita' per stranieri,Umbria,D,F,45 - 54,1
2018,05601,Viterbo - Universita' della Tuscia,Lazio,A,F,>= 55,13
2018,05601,Viterbo - Universita' della Tuscia,Lazio,A,M,>= 55,43
2018,05601,Viterbo - Universita' della Tuscia,Lazio,A,M,35 - 44,3
2018,05601,Viterbo - Universita' della Tuscia,Lazio,A,F,45 - 54,5
2018,05601,Viterbo - Universita' della Tuscia,Lazio,A,M,45 - 54,16
2018,05601,Viterbo - Universita' della Tuscia,Lazio,B,M,>= 55,40
2018,05601,Viterbo - Universita' della Tuscia,Lazio,B,F,>= 55,29
2018,05601,Viterbo - Universita' della Tuscia,Lazio,B,F,35 - 44,3
2018,05601,Viterbo - Universita' della Tuscia,Lazio,B,M,35 - 44,9
2018,05601,Viterbo - Universita' della Tuscia,Lazio,B,F,45 - 54,15
2018,05601,Viterbo - Universita' della Tuscia,Lazio,B,M,45 - 54,25
2018,05601,Viterbo - Universita' della Tuscia,Lazio,C,F,< 35,2
2018,05601,Viterbo - Universita' della Tuscia,Lazio,C,M,< 35,5
2018,05601,Viterbo - Universita' della Tuscia,Lazio,C,F,>= 55,10
2018,05601,Viterbo - Universita' della Tuscia,Lazio,C,M,>= 55,7
2018,05601,Viterbo - Universita' della Tuscia,Lazio,C,F,35 - 44,18
2018,05601,Viterbo - Universita' della Tuscia,Lazio,C,M,35 - 44,28
2018,05601,Viterbo - Universita' della Tuscia,Lazio,C,F,45 - 54,17
2018,05601,Viterbo - Universita' della Tuscia,Lazio,C,M,45 - 54,19
2018,05601,Viterbo - Universita' della Tuscia,Lazio,D,F,< 35,12
2018,05601,Viterbo - Universita' della Tuscia,Lazio,D,M,< 35,9
2018,05601,Viterbo - Universita' della Tuscia,Lazio,D,F,>= 55,1
2018,05601,Viterbo - Universita' della Tuscia,Lazio,D,M,>= 55,1
2018,05601,Viterbo - Universita' della Tuscia,Lazio,D,F,35 - 44,11
2018,05601,Viterbo - Universita' della Tuscia,Lazio,D,M,35 - 44,20
2018,05601,Viterbo - Universita' della Tuscia,Lazio,D,F,45 - 54,2
2018,05601,Viterbo - Universita' della Tuscia,Lazio,D,M,45 - 54,1
2018,05801,"Roma - Universita' degli studi ""La Sapienza""",Lazio,A,F,>= 55,151
2018,05801,"Roma - Universita' degli studi ""La Sapienza""",Lazio,A,M,>= 55,405
2018,05801,"Roma - Universita' degli studi ""La Sapienza""",Lazio,A,M,35 - 44,15
2018,05801,"Roma - Universita' degli studi ""La Sapienza""",Lazio,A,F,45 - 54,32
2018,05801,"Roma - Universita' degli studi ""La Sapienza""",Lazio,A,M,45 - 54,71
2018,05801,"Roma - Universita' degli studi ""La Sapienza""",Lazio,B,M,< 35,2
2018,05801,"Roma - Universita' degli studi ""La Sapienza""",Lazio,B,F,>= 55,233
2018,05801,"Roma - Universita' degli studi ""La Sapienza""",Lazio,B,M,>= 55,388
2018,05801,"Roma - Universita' degli studi ""La Sapienza""",Lazio,B,F,35 - 44,52
2018,05801,"Roma - Universita' degli studi ""La Sapienza""",Lazio,B,M,35 - 44,85
2018,05801,"Roma - Universita' degli studi ""La Sapienza""",Lazio,B,M,45 - 54,241
2018,05801,"Roma - Universita' degli studi ""La Sapienza""",Lazio,B,F,45 - 54,160
2018,05801,"Roma - Universita' degli studi ""La Sapienza""",Lazio,C,F,< 35,11
2018,05801,"Roma - Universita' degli studi ""La Sapienza""",Lazio,C,M,< 35,20
2018,05801,"Roma - Universita' degli studi ""La Sapienza""",Lazio,C,F,>= 55,267
2018,05801,"Roma - Universita' degli studi ""La Sapienza""",Lazio,C,M,>= 55,318
2018,05801,"Roma - Universita' degli studi ""La Sapienza""",Lazio,C,F,35 - 44,189
2018,05801,"Roma - Universita' degli studi ""La Sapienza""",Lazio,C,M,35 - 44,230
2018,05801,"Roma - Universita' degli studi ""La Sapienza""",Lazio,C,F,45 - 54,231
2018,05801,"Roma - Universita' degli studi ""La Sapienza""",Lazio,C,M,45 - 54,206
2018,05801,"Roma - Universita' degli studi ""La Sapienza""",Lazio,D,F,< 35,193
2018,05801,"Roma - Universita' degli studi ""La Sapienza""",Lazio,D,M,< 35,212
2018,05801,"Roma - Universita' degli studi ""La Sapienza""",Lazio,D,F,>= 55,8
2018,05801,"Roma - Universita' degli studi ""La Sapienza""",Lazio,D,M,>= 55,6
2018,05801,"Roma - Universita' degli studi ""La Sapienza""",Lazio,D,F,35 - 44,180
2018,05801,"Roma - Universita' degli studi ""La Sapienza""",Lazio,D,M,35 - 44,130
2018,05801,"Roma - Universita' degli studi ""La Sapienza""",Lazio,D,F,45 - 54,27
2018,05801,"Roma - Universita' degli studi ""La Sapienza""",Lazio,D,M,45 - 54,27
2018,05802,"Roma - Universita' degli studi di ""Tor Vergata""",Lazio,A,F,>= 55,49
2018,05802,"Roma - Universita' degli studi di ""Tor Vergata""",Lazio,A,M,>= 55,185
2018,05802,"Roma - Universita' degli studi di ""Tor Vergata""",Lazio,A,M,35 - 44,3
2018,05802,"Roma - Universita' degli studi di ""Tor Vergata""",Lazio,A,F,45 - 54,17
2018,05802,"Roma - Universita' degli studi di ""Tor Vergata""",Lazio,A,M,45 - 54,72
2018,05802,"Roma - Universita' degli studi di ""Tor Vergata""",Lazio,B,M,>= 55,134
2018,05802,"Roma - Universita' degli studi di ""Tor Vergata""",Lazio,B,F,>= 55,71
2018,05802,"Roma - Universita' degli studi di ""Tor Vergata""",Lazio,B,F,35 - 44,19
2018,05802,"Roma - Universita' degli studi di ""Tor Vergata""",Lazio,B,M,35 - 44,38
2018,05802,"Roma - Universita' degli studi di ""Tor Vergata""",Lazio,B,F,45 - 54,56
2018,05802,"Roma - Universita' degli studi di ""Tor Vergata""",Lazio,B,M,45 - 54,95
2018,05802,"Roma - Universita' degli studi di ""Tor Vergata""",Lazio,C,F,< 35,4
2018,05802,"Roma - Universita' degli studi di ""Tor Vergata""",Lazio,C,M,< 35,10
2018,05802,"Roma - Universita' degli studi di ""Tor Vergata""",Lazio,C,F,>= 55,71
2018,05802,"Roma - Universita' degli studi di ""Tor Vergata""",Lazio,C,M,>= 55,103
2018,05802,"Roma - Universita' degli studi di ""Tor Vergata""",Lazio,C,F,35 - 44,62
2018,05802,"Roma - Universita' degli studi di ""Tor Vergata""",Lazio,C,M,35 - 44,93
2018,05802,"Roma - Universita' degli studi di ""Tor Vergata""",Lazio,C,F,45 - 54,98
2018,05802,"Roma - Universita' degli studi di ""Tor Vergata""",Lazio,C,M,45 - 54,101
2018,05802,"Roma - Universita' degli studi di ""Tor Vergata""",Lazio,D,M,< 35,68
2018,05802,"Roma - Universita' degli studi di ""Tor Vergata""",Lazio,D,F,< 35,61
2018,05802,"Roma - Universita' degli studi di ""Tor Vergata""",Lazio,D,F,>= 55,3
2018,05802,"Roma - Universita' degli studi di ""Tor Vergata""",Lazio,D,M,>= 55,4
2018,05802,"Roma - Universita' degli studi di ""Tor Vergata""",Lazio,D,M,35 - 44,58
2018,05802,"Roma - Universita' degli studi di ""Tor Vergata""",Lazio,D,F,35 - 44,66
2018,05802,"Roma - Universita' degli studi di ""Tor Vergata""",Lazio,D,F,45 - 54,11
2018,05802,"Roma - Universita' degli studi di ""Tor Vergata""",Lazio,D,M,45 - 54,13
2018,05803,Roma - Libera Universita' Maria SS.Assunta (LUMSA),Lazio,A,F,>= 55,9
2018,05803,Roma - Libera Universita' Maria SS.Assunta (LUMSA),Lazio,A,M,>= 55,10
2018,05803,Roma - Libera Universita' Maria SS.Assunta (LUMSA),Lazio,A,M,35 - 44,2
2018,05803,Roma - Libera Universita' Maria SS.Assunta (LUMSA),Lazio,A,F,45 - 54,5
2018,05803,Roma - Libera Universita' Maria SS.Assunta (LUMSA),Lazio,A,M,45 - 54,9
2018,05803,Roma - Libera Universita' Maria SS.Assunta (LUMSA),Lazio,B,F,>= 55,5
2018,05803,Roma - Libera Universita' Maria SS.Assunta (LUMSA),Lazio,B,M,>= 55,6
2018,05803,Roma - Libera Universita' Maria SS.Assunta (LUMSA),Lazio,B,M,35 - 44,9
2018,05803,Roma - Libera Universita' Maria SS.Assunta (LUMSA),Lazio,B,F,35 - 44,5
2018,05803,Roma - Libera Universita' Maria SS.Assunta (LUMSA),Lazio,B,F,45 - 54,9
2018,05803,Roma - Libera Universita' Maria SS.Assunta (LUMSA),Lazio,B,M,45 - 54,9
2018,05803,Roma - Libera Universita' Maria SS.Assunta (LUMSA),Lazio,C,F,< 35,2
2018,05803,Roma - Libera Universita' Maria SS.Assunta (LUMSA),Lazio,C,F,>= 55,1
2018,05803,Roma - Libera Universita' Maria SS.Assunta (LUMSA),Lazio,C,M,>= 55,1
2018,05803,Roma - Libera Universita' Maria SS.Assunta (LUMSA),Lazio,C,F,35 - 44,7
2018,05803,Roma - Libera Universita' Maria SS.Assunta (LUMSA),Lazio,C,M,35 - 44,7
2018,05803,Roma - Libera Universita' Maria SS.Assunta (LUMSA),Lazio,C,F,45 - 54,2
2018,05803,Roma - Libera Universita' Maria SS.Assunta (LUMSA),Lazio,C,M,45 - 54,5
2018,05803,Roma - Libera Universita' Maria SS.Assunta (LUMSA),Lazio,D,F,< 35,2
2018,05803,Roma - Libera Universita' Maria SS.Assunta (LUMSA),Lazio,D,F,35 - 44,1
2018,05803,Roma - Libera Universita' Maria SS.Assunta (LUMSA),Lazio,D,M,35 - 44,1
2018,05805,Roma - LUISS Libera Universita' internazionale degli studi sociali Guido Carli,Lazio,A,F,>= 55,5
2018,05805,Roma - LUISS Libera Universita' internazionale degli studi sociali Guido Carli,Lazio,A,M,>= 55,30
2018,05805,Roma - LUISS Libera Universita' internazionale degli studi sociali Guido Carli,Lazio,A,M,35 - 44,3
2018,05805,Roma - LUISS Libera Universita' internazionale degli studi sociali Guido Carli,Lazio,A,F,45 - 54,4
2018,05805,Roma - LUISS Libera Universita' internazionale degli studi sociali Guido Carli,Lazio,A,M,45 - 54,21
2018,05805,Roma - LUISS Libera Universita' internazionale degli studi sociali Guido Carli,Lazio,B,M,>= 55,3
2018,05805,Roma - LUISS Libera Universita' internazionale degli studi sociali Guido Carli,Lazio,B,F,35 - 44,1
2018,05805,Roma - LUISS Libera Universita' internazionale degli studi sociali Guido Carli,Lazio,B,M,35 - 44,11
2018,05805,Roma - LUISS Libera Universita' internazionale degli studi sociali Guido Carli,Lazio,B,F,45 - 54,3
2018,05805,Roma - LUISS Libera Universita' internazionale degli studi sociali Guido Carli,Lazio,B,M,45 - 54,4
2018,05805,Roma - LUISS Libera Universita' internazionale degli studi sociali Guido Carli,Lazio,C,M,< 35,3
2018,05805,Roma - LUISS Libera Universita' internazionale degli studi sociali Guido Carli,Lazio,C,F,>= 55,1
2018,05805,Roma - LUISS Libera Universita' internazionale degli studi sociali Guido Carli,Lazio,C,F,35 - 44,9
2018,05805,Roma - LUISS Libera Universita' internazionale degli studi sociali Guido Carli,Lazio,C,M,35 - 44,9
2018,05805,Roma - LUISS Libera Universita' internazionale degli studi sociali Guido Carli,Lazio,C,M,45 - 54,3
2018,05805,Roma - LUISS Libera Universita' internazionale degli studi sociali Guido Carli,Lazio,C,F,45 - 54,1
2018,05805,Roma - LUISS Libera Universita' internazionale degli studi sociali Guido Carli,Lazio,D,F,< 35,17
2018,05805,Roma - LUISS Libera Universita' internazionale degli studi sociali Guido Carli,Lazio,D,M,< 35,25
2018,05805,Roma - LUISS Libera Universita' internazionale degli studi sociali Guido Carli,Lazio,D,F,35 - 44,4
2018,05805,Roma - LUISS Libera Universita' internazionale degli studi sociali Guido Carli,Lazio,D,M,35 - 44,2
2018,05806,"Roma - Universita' degli studi del ""Foro Italico""",Lazio,A,F,>= 55,2
2018,05806,"Roma - Universita' degli studi del ""Foro Italico""",Lazio,A,M,>= 55,7
2018,05806,"Roma - Universita' degli studi del ""Foro Italico""",Lazio,A,M,45 - 54,3
2018,05806,"Roma - Universita' degli studi del ""Foro Italico""",Lazio,B,F,>= 55,7
2018,05806,"Roma - Universita' degli studi del ""Foro Italico""",Lazio,B,M,>= 55,5
2018,05806,"Roma - Universita' degli studi del ""Foro Italico""",Lazio,B,M,35 - 44,2
2018,05806,"Roma - Universita' degli studi del ""Foro Italico""",Lazio,B,F,35 - 44,2
2018,05806,"Roma - Universita' degli studi del ""Foro Italico""",Lazio,B,M,45 - 54,4
2018,05806,"Roma - Universita' degli studi del ""Foro Italico""",Lazio,B,F,45 - 54,4
2018,05806,"Roma - Universita' degli studi del ""Foro Italico""",Lazio,C,F,>= 55,4
2018,05806,"Roma - Universita' degli studi del ""Foro Italico""",Lazio,C,M,>= 55,2
2018,05806,"Roma - Universita' degli studi del ""Foro Italico""",Lazio,C,F,35 - 44,8
2018,05806,"Roma - Universita' degli studi del ""Foro Italico""",Lazio,C,M,35 - 44,4
2018,05806,"Roma - Universita' degli studi del ""Foro Italico""",Lazio,C,F,45 - 54,4
2018,05806,"Roma - Universita' degli studi del ""Foro Italico""",Lazio,C,M,45 - 54,5
2018,05806,"Roma - Universita' degli studi del ""Foro Italico""",Lazio,D,F,< 35,2
2018,05806,"Roma - Universita' degli studi del ""Foro Italico""",Lazio,D,M,< 35,2
2018,05806,"Roma - Universita' degli studi del ""Foro Italico""",Lazio,D,F,35 - 44,1
2018,05806,"Roma - Universita' degli studi del ""Foro Italico""",Lazio,D,M,35 - 44,1
2018,05807,Roma - III Universita' degli studi,Lazio,A,F,>= 55,59
2018,05807,Roma - III Universita' degli studi,Lazio,A,M,>= 55,137
2018,05807,Roma - III Universita' degli studi,Lazio,A,M,35 - 44,8
2018,05807,Roma - III Universita' degli studi,Lazio,A,F,35 - 44,1
2018,05807,Roma - III Universita' degli studi,Lazio,A,F,45 - 54,20
2018,05807,Roma - III Universita' degli studi,Lazio,A,M,45 - 54,57
2018,05807,Roma - III Universita' degli studi,Lazio,B,M,>= 55,66
2018,05807,Roma - III Universita' degli studi,Lazio,B,F,>= 55,39
2018,05807,Roma - III Universita' degli studi,Lazio,B,F,35 - 44,37
2018,05807,Roma - III Universita' degli studi,Lazio,B,M,35 - 44,44
2018,05807,Roma - III Universita' degli studi,Lazio,B,F,45 - 54,73
2018,05807,Roma - III Universita' degli studi,Lazio,B,M,45 - 54,78
2018,05807,Roma - III Universita' degli studi,Lazio,C,M,< 35,7
2018,05807,Roma - III Universita' degli studi,Lazio,C,F,< 35,8
2018,05807,Roma - III Universita' degli studi,Lazio,C,F,>= 55,12
2018,05807,Roma - III Universita' degli studi,Lazio,C,M,>= 55,11
2018,05807,Roma - III Universita' degli studi,Lazio,C,F,35 - 44,37
2018,05807,Roma - III Universita' degli studi,Lazio,C,M,35 - 44,58
2018,05807,Roma - III Universita' degli studi,Lazio,C,F,45 - 54,39
2018,05807,Roma - III Universita' degli studi,Lazio,C,M,45 - 54,41
2018,05807,Roma - III Universita' degli studi,Lazio,D,F,< 35,55
2018,05807,Roma - III Universita' degli studi,Lazio,D,M,< 35,65
2018,05807,Roma - III Universita' degli studi,Lazio,D,M,>= 55,1
2018,05807,Roma - III Universita' degli studi,Lazio,D,F,35 - 44,47
2018,05807,Roma - III Universita' degli studi,Lazio,D,M,35 - 44,39
2018,05807,Roma - III Universita' degli studi,Lazio,D,F,45 - 54,15
2018,05807,Roma - III Universita' degli studi,Lazio,D,M,45 - 54,4
2018,05808,"Roma - Universita' ""Campus Bio-Medico""",Lazio,A,F,>= 55,5
2018,05808,"Roma - Universita' ""Campus Bio-Medico""",Lazio,A,M,>= 55,23
2018,05808,"Roma - Universita' ""Campus Bio-Medico""",Lazio,A,M,35 - 44,1
2018,05808,"Roma - Universita' ""Campus Bio-Medico""",Lazio,A,F,45 - 54,1
2018,05808,"Roma - Universita' ""Campus Bio-Medico""",Lazio,A,M,45 - 54,4
2018,05808,"Roma - Universita' ""Campus Bio-Medico""",Lazio,B,M,>= 55,6
2018,05808,"Roma - Universita' ""Campus Bio-Medico""",Lazio,B,F,>= 55,4
2018,05808,"Roma - Universita' ""Campus Bio-Medico""",Lazio,B,F,35 - 44,6
2018,05808,"Roma - Universita' ""Campus Bio-Medico""",Lazio,B,M,35 - 44,20
2018,05808,"Roma - Universita' ""Campus Bio-Medico""",Lazio,B,F,45 - 54,6
2018,05808,"Roma - Universita' ""Campus Bio-Medico""",Lazio,B,M,45 - 54,9
2018,05808,"Roma - Universita' ""Campus Bio-Medico""",Lazio,C,M,< 35,5
2018,05808,"Roma - Universita' ""Campus Bio-Medico""",Lazio,C,F,< 35,1
2018,05808,"Roma - Universita' ""Campus Bio-Medico""",Lazio,C,F,>= 55,2
2018,05808,"Roma - Universita' ""Campus Bio-Medico""",Lazio,C,M,>= 55,2
2018,05808,"Roma - Universita' ""Campus Bio-Medico""",Lazio,C,F,35 - 44,10
2018,05808,"Roma - Universita' ""Campus Bio-Medico""",Lazio,C,M,35 - 44,27
2018,05808,"Roma - Universita' ""Campus Bio-Medico""",Lazio,C,F,45 - 54,4
2018,05808,"Roma - Universita' ""Campus Bio-Medico""",Lazio,C,M,45 - 54,6
2018,05808,"Roma - Universita' ""Campus Bio-Medico""",Lazio,D,F,< 35,8
2018,05808,"Roma - Universita' ""Campus Bio-Medico""",Lazio,D,M,< 35,8
2018,05808,"Roma - Universita' ""Campus Bio-Medico""",Lazio,D,F,35 - 44,3
2018,05808,"Roma - Universita' ""Campus Bio-Medico""",Lazio,D,M,35 - 44,3
2018,05808,"Roma - Universita' ""Campus Bio-Medico""",Lazio,D,F,45 - 54,1
2018,05809,Roma - Universita' degli Studi Internazionali  UNINT,Lazio,A,M,>= 55,6
2018,05809,Roma - Universita' degli Studi Internazionali  UNINT,Lazio,A,F,>= 55,2
2018,05809,Roma - Universita' degli Studi Internazionali  UNINT,Lazio,A,M,35 - 44,1
2018,05809,Roma - Universita' degli Studi Internazionali  UNINT,Lazio,B,F,>= 55,2
2018,05809,Roma - Universita' degli Studi Internazionali  UNINT,Lazio,B,M,>= 55,3
2018,05809,Roma - Universita' degli Studi Internazionali  UNINT,Lazio,B,F,35 - 44,3
2018,05809,Roma - Universita' degli Studi Internazionali  UNINT,Lazio,B,M,35 - 44,1
2018,05809,Roma - Universita' degli Studi Internazionali  UNINT,Lazio,B,F,45 - 54,1
2018,05809,Roma - Universita' degli Studi Internazionali  UNINT,Lazio,B,M,45 - 54,4
2018,05809,Roma - Universita' degli Studi Internazionali  UNINT,Lazio,C,F,>= 55,1
2018,05809,Roma - Universita' degli Studi Internazionali  UNINT,Lazio,C,M,>= 55,1
2018,05809,Roma - Universita' degli Studi Internazionali  UNINT,Lazio,C,F,35 - 44,2
2018,05809,Roma - Universita' degli Studi Internazionali  UNINT,Lazio,C,F,45 - 54,2
2018,05809,Roma - Universita' degli Studi Internazionali  UNINT,Lazio,C,M,45 - 54,2
2018,05810,"Roma - Universita' telematica ""Guglielmo Marconi""",Lazio,A,F,>= 55,1
2018,05810,"Roma - Universita' telematica ""Guglielmo Marconi""",Lazio,A,M,>= 55,4
2018,05810,"Roma - Universita' telematica ""Guglielmo Marconi""",Lazio,A,M,35 - 44,4
2018,05810,"Roma - Universita' telematica ""Guglielmo Marconi""",Lazio,A,F,45 - 54,1
2018,05810,"Roma - Universita' telematica ""Guglielmo Marconi""",Lazio,A,M,45 - 54,4
2018,05810,"Roma - Universita' telematica ""Guglielmo Marconi""",Lazio,B,M,>= 55,8
