ANNO,AteneoCOD,AteneoNOME,AteneoREGIONE,CorsoTIPO,COD_FoET2013,DESC_FoET2013,Genere,ISC
2022/2023,00201,"Vercelli - Universita' degli studi del Piemonte orientale ""A. Avogadro""",Piemonte,Laurea Magistrale,4,"Business, administration and law",F,230
2022/2023,00201,"Vercelli - Universita' degli studi del Piemonte orientale ""A. Avogadro""",Piemonte,Laurea Magistrale,4,"Business, administration and law",M,177
2022/2023,00201,"Vercelli - Universita' degli studi del Piemonte orientale ""A. Avogadro""",Piemonte,Laurea Magistrale,5,"Natural sciences, mathematics and statistics",F,339
2022/2023,00201,"Vercelli - Universita' degli studi del Piemonte orientale ""A. Avogadro""",Piemonte,Laurea Magistrale,5,"Natural sciences, mathematics and statistics",M,209
2022/2023,00201,"Vercelli - Universita' degli studi del Piemonte orientale ""A. Avogadro""",Piemonte,Laurea Magistrale,6,Information and Communication Technologies (ICTs),F,14
2022/2023,00201,"Vercelli - Universita' degli studi del Piemonte orientale ""A. Avogadro""",Piemonte,Laurea Magistrale,6,Information and Communication Technologies (ICTs),M,27
2022/2023,00201,"Vercelli - Universita' degli studi del Piemonte orientale ""A. Avogadro""",Piemonte,Laurea Magistrale,9,Health and welfare,F,111
2022/2023,00201,"Vercelli - Universita' degli studi del Piemonte orientale ""A. Avogadro""",Piemonte,Laurea Magistrale,9,Health and welfare,M,33
2022/2023,00201,"Vercelli - Universita' degli studi del Piemonte orientale ""A. Avogadro""",Piemonte,Laurea Magistrale Ciclo Unico,4,"Business, administration and law",F,460
2022/2023,00201,"Vercelli - Universita' degli studi del Piemonte orientale ""A. Avogadro""",Piemonte,Laurea Magistrale Ciclo Unico,4,"Business, administration and law",M,249
2022/2023,00201,"Vercelli - Universita' degli studi del Piemonte orientale ""A. Avogadro""",Piemonte,Laurea Magistrale Ciclo Unico,9,Health and welfare,F,1545
2022/2023,00201,"Vercelli - Universita' degli studi del Piemonte orientale ""A. Avogadro""",Piemonte,Laurea Magistrale Ciclo Unico,9,Health and welfare,M,759
2022/2023,00102,Torino - Politecnico,Piemonte,Laurea,2,Arts and humanities,F,522
2022/2023,00102,Torino - Politecnico,Piemonte,Laurea,2,Arts and humanities,M,408
2022/2023,00102,Torino - Politecnico,Piemonte,Laurea,5,"Natural sciences, mathematics and statistics",F,216
2022/2023,00102,Torino - Politecnico,Piemonte,Laurea,5,"Natural sciences, mathematics and statistics",M,289
2022/2023,00102,Torino - Politecnico,Piemonte,Laurea,7,"Engineering, manufacturing and construction",F,5060
2022/2023,00102,Torino - Politecnico,Piemonte,Laurea,7,"Engineering, manufacturing and construction",M,13039
2022/2023,00102,Torino - Politecnico,Piemonte,Laurea Magistrale,2,Arts and humanities,F,108
2022/2023,00102,Torino - Politecnico,Piemonte,Laurea Magistrale,2,Arts and humanities,M,72
2022/2023,00102,Torino - Politecnico,Piemonte,Laurea Magistrale,6,Information and Communication Technologies (ICTs),F,32
2022/2023,00102,Torino - Politecnico,Piemonte,Laurea Magistrale,6,Information and Communication Technologies (ICTs),M,30
2022/2023,00102,Torino - Politecnico,Piemonte,Laurea Magistrale,7,"Engineering, manufacturing and construction",F,4308
2022/2023,00102,Torino - Politecnico,Piemonte,Laurea Magistrale,7,"Engineering, manufacturing and construction",M,9629
2022/2023,00101,Torino - Universita' degli studi,Piemonte,Laurea,1,Education,F,1934
2022/2023,00101,Torino - Universita' degli studi,Piemonte,Laurea,1,Education,M,163
2022/2023,00101,Torino - Universita' degli studi,Piemonte,Laurea,2,Arts and humanities,F,6101
2022/2023,00101,Torino - Universita' degli studi,Piemonte,Laurea,2,Arts and humanities,M,2813
2022/2023,00101,Torino - Universita' degli studi,Piemonte,Laurea,3,"Social sciences, journalism and information",F,7190
2022/2023,00101,Torino - Universita' degli studi,Piemonte,Laurea,3,"Social sciences, journalism and information",M,4433
2022/2023,00101,Torino - Universita' degli studi,Piemonte,Laurea,4,"Business, administration and law",F,4277
2022/2023,00101,Torino - Universita' degli studi,Piemonte,Laurea,4,"Business, administration and law",M,3868
2022/2023,00101,Torino - Universita' degli studi,Piemonte,Laurea,5,"Natural sciences, mathematics and statistics",F,2738
2022/2023,00101,Torino - Universita' degli studi,Piemonte,Laurea,5,"Natural sciences, mathematics and statistics",M,2436
2022/2023,00101,Torino - Universita' degli studi,Piemonte,Laurea,6,Information and Communication Technologies (ICTs),F,323
2022/2023,00101,Torino - Universita' degli studi,Piemonte,Laurea,6,Information and Communication Technologies (ICTs),M,1882
2022/2023,00101,Torino - Universita' degli studi,Piemonte,Laurea,8,"Agriculture, forestry, fisheries and veterinary",F,912
2022/2023,00101,Torino - Universita' degli studi,Piemonte,Laurea,8,"Agriculture, forestry, fisheries and veterinary",M,995
2022/2023,00101,Torino - Universita' degli studi,Piemonte,Laurea,9,Health and welfare,F,3598
2022/2023,00101,Torino - Universita' degli studi,Piemonte,Laurea,9,Health and welfare,M,927
2022/2023,00101,Torino - Universita' degli studi,Piemonte,Laurea Magistrale,1,Education,F,494
2022/2023,00101,Torino - Universita' degli studi,Piemonte,Laurea Magistrale,1,Education,M,60
2022/2023,00101,Torino - Universita' degli studi,Piemonte,Laurea Magistrale,2,Arts and humanities,F,2732
2022/2023,00101,Torino - Universita' degli studi,Piemonte,Laurea Magistrale,2,Arts and humanities,M,1059
2022/2023,00101,Torino - Universita' degli studi,Piemonte,Laurea Magistrale,3,"Social sciences, journalism and information",F,3960
2022/2023,00101,Torino - Universita' degli studi,Piemonte,Laurea Magistrale,3,"Social sciences, journalism and information",M,1987
2022/2023,00101,Torino - Universita' degli studi,Piemonte,Laurea Magistrale,4,"Business, administration and law",F,944
2022/2023,00101,Torino - Universita' degli studi,Piemonte,Laurea Magistrale,4,"Business, administration and law",M,966
2022/2023,00101,Torino - Universita' degli studi,Piemonte,Laurea Magistrale,5,"Natural sciences, mathematics and statistics",F,1406
2022/2023,00101,Torino - Universita' degli studi,Piemonte,Laurea Magistrale,5,"Natural sciences, mathematics and statistics",M,1155
2022/2023,00101,Torino - Universita' degli studi,Piemonte,Laurea Magistrale,6,Information and Communication Technologies (ICTs),F,57
2022/2023,00101,Torino - Universita' degli studi,Piemonte,Laurea Magistrale,6,Information and Communication Technologies (ICTs),M,300
2022/2023,00101,Torino - Universita' degli studi,Piemonte,Laurea Magistrale,7,"Engineering, manufacturing and construction",F,41
2022/2023,00101,Torino - Universita' degli studi,Piemonte,Laurea Magistrale,7,"Engineering, manufacturing and construction",M,71
2022/2023,00101,Torino - Universita' degli studi,Piemonte,Laurea Magistrale,8,"Agriculture, forestry, fisheries and veterinary",F,218
2022/2023,00101,Torino - Universita' degli studi,Piemonte,Laurea Magistrale,8,"Agriculture, forestry, fisheries and veterinary",M,294
2022/2023,00101,Torino - Universita' degli studi,Piemonte,Laurea Magistrale,9,Health and welfare,F,519
2022/2023,00101,Torino - Universita' degli studi,Piemonte,Laurea Magistrale,9,Health and welfare,M,213
2022/2023,00101,Torino - Universita' degli studi,Piemonte,Laurea Magistrale Ciclo Unico,1,Education,F,1774
2022/2023,00101,Torino - Universita' degli studi,Piemonte,Laurea Magistrale Ciclo Unico,1,Education,M,128
2022/2023,00101,Torino - Universita' degli studi,Piemonte,Laurea Magistrale Ciclo Unico,2,Arts and humanities,F,119
2022/2023,00101,Torino - Universita' degli studi,Piemonte,Laurea Magistrale Ciclo Unico,2,Arts and humanities,M,8
2022/2023,00101,Torino - Universita' degli studi,Piemonte,Laurea Magistrale Ciclo Unico,4,"Business, administration and law",F,2467
2022/2023,00101,Torino - Universita' degli studi,Piemonte,Laurea Magistrale Ciclo Unico,4,"Business, administration and law",M,1069
2022/2023,00101,Torino - Universita' degli studi,Piemonte,Laurea Magistrale Ciclo Unico,8,"Agriculture, forestry, fisheries and veterinary",F,589
2022/2023,00101,Torino - Universita' degli studi,Piemonte,Laurea Magistrale Ciclo Unico,8,"Agriculture, forestry, fisheries and veterinary",M,160
2022/2023,00101,Torino - Universita' degli studi,Piemonte,Laurea Magistrale Ciclo Unico,9,Health and welfare,F,3368
2022/2023,00101,Torino - Universita' degli studi,Piemonte,Laurea Magistrale Ciclo Unico,9,Health and welfare,M,1975
2021/2022,09201,Cagliari - Universita' degli studi,Sardegna,Laurea,1,Education,F,730
2021/2022,09201,Cagliari - Universita' degli studi,Sardegna,Laurea,1,Education,M,49
2021/2022,09201,Cagliari - Universita' degli studi,Sardegna,Laurea,2,Arts and humanities,F,1851
2021/2022,09201,Cagliari - Universita' degli studi,Sardegna,Laurea,2,Arts and humanities,M,737
2021/2022,09201,Cagliari - Universita' degli studi,Sardegna,Laurea,3,"Social sciences, journalism and information",F,2167
2021/2022,09201,Cagliari - Universita' degli studi,Sardegna,Laurea,3,"Social sciences, journalism and information",M,1346
2021/2022,09201,Cagliari - Universita' degli studi,Sardegna,Laurea,4,"Business, administration and law",F,1208
2021/2022,09201,Cagliari - Universita' degli studi,Sardegna,Laurea,4,"Business, administration and law",M,996
2021/2022,09201,Cagliari - Universita' degli studi,Sardegna,Laurea,5,"Natural sciences, mathematics and statistics",F,1149
2021/2022,09201,Cagliari - Universita' degli studi,Sardegna,Laurea,5,"Natural sciences, mathematics and statistics",M,756
2021/2022,09201,Cagliari - Universita' degli studi,Sardegna,Laurea,6,Information and Communication Technologies (ICTs),F,75
2021/2022,09201,Cagliari - Universita' degli studi,Sardegna,Laurea,6,Information and Communication Technologies (ICTs),M,556
2021/2022,09201,Cagliari - Universita' degli studi,Sardegna,Laurea,7,"Engineering, manufacturing and construction",F,936
2021/2022,09201,Cagliari - Universita' degli studi,Sardegna,Laurea,7,"Engineering, manufacturing and construction",M,1955
2021/2022,09201,Cagliari - Universita' degli studi,Sardegna,Laurea,9,Health and welfare,F,701
2021/2022,09201,Cagliari - Universita' degli studi,Sardegna,Laurea,9,Health and welfare,M,304
2021/2022,09201,Cagliari - Universita' degli studi,Sardegna,Laurea Magistrale,1,Education,F,299
2021/2022,09201,Cagliari - Universita' degli studi,Sardegna,Laurea Magistrale,1,Education,M,19
2021/2022,09201,Cagliari - Universita' degli studi,Sardegna,Laurea Magistrale,2,Arts and humanities,F,563
2021/2022,09201,Cagliari - Universita' degli studi,Sardegna,Laurea Magistrale,2,Arts and humanities,M,230
2021/2022,09201,Cagliari - Universita' degli studi,Sardegna,Laurea Magistrale,3,"Social sciences, journalism and information",F,597
2021/2022,09201,Cagliari - Universita' degli studi,Sardegna,Laurea Magistrale,3,"Social sciences, journalism and information",M,248
2021/2022,09201,Cagliari - Universita' degli studi,Sardegna,Laurea Magistrale,4,"Business, administration and law",F,222
2021/2022,09201,Cagliari - Universita' degli studi,Sardegna,Laurea Magistrale,4,"Business, administration and law",M,141
2021/2022,09201,Cagliari - Universita' degli studi,Sardegna,Laurea Magistrale,5,"Natural sciences, mathematics and statistics",F,308
2021/2022,09201,Cagliari - Universita' degli studi,Sardegna,Laurea Magistrale,5,"Natural sciences, mathematics and statistics",M,239
2021/2022,09201,Cagliari - Universita' degli studi,Sardegna,Laurea Magistrale,6,Information and Communication Technologies (ICTs),F,27
2021/2022,09201,Cagliari - Universita' degli studi,Sardegna,Laurea Magistrale,6,Information and Communication Technologies (ICTs),M,119
2021/2022,09201,Cagliari - Universita' degli studi,Sardegna,Laurea Magistrale,7,"Engineering, manufacturing and construction",F,254
2021/2022,09201,Cagliari - Universita' degli studi,Sardegna,Laurea Magistrale,7,"Engineering, manufacturing and construction",M,517
2021/2022,09201,Cagliari - Universita' degli studi,Sardegna,Laurea Magistrale,9,Health and welfare,F,45
2021/2022,09201,Cagliari - Universita' degli studi,Sardegna,Laurea Magistrale,9,Health and welfare,M,65
2021/2022,09201,Cagliari - Universita' degli studi,Sardegna,Laurea Magistrale Ciclo Unico,1,Education,F,480
2021/2022,09201,Cagliari - Universita' degli studi,Sardegna,Laurea Magistrale Ciclo Unico,1,Education,M,33
2021/2022,09201,Cagliari - Universita' degli studi,Sardegna,Laurea Magistrale Ciclo Unico,4,"Business, administration and law",F,881
2021/2022,09201,Cagliari - Universita' degli studi,Sardegna,Laurea Magistrale Ciclo Unico,4,"Business, administration and law",M,357
2021/2022,09201,Cagliari - Universita' degli studi,Sardegna,Laurea Magistrale Ciclo Unico,7,"Engineering, manufacturing and construction",F,15
2021/2022,09201,Cagliari - Universita' degli studi,Sardegna,Laurea Magistrale Ciclo Unico,7,"Engineering, manufacturing and construction",M,14
2021/2022,09201,Cagliari - Universita' degli studi,Sardegna,Laurea Magistrale Ciclo Unico,9,Health and welfare,F,1577
2021/2022,09201,Cagliari - Universita' degli studi,Sardegna,Laurea Magistrale Ciclo Unico,9,Health and welfare,M,865
2021/2022,09001,Sassari - Universita' degli studi,Sardegna,Laurea,1,Education,F,536
2021/2022,09001,Sassari - Universita' degli studi,Sardegna,Laurea,1,Education,M,60
2021/2022,09001,Sassari - Universita' degli studi,Sardegna,Laurea,2,Arts and humanities,F,918
2021/2022,09001,Sassari - Universita' degli studi,Sardegna,Laurea,2,Arts and humanities,M,383
2021/2022,09001,Sassari - Universita' degli studi,Sardegna,Laurea,3,"Social sciences, journalism and information",F,710
2021/2022,09001,Sassari - Universita' degli studi,Sardegna,Laurea,3,"Social sciences, journalism and information",M,381
2021/2022,09001,Sassari - Universita' degli studi,Sardegna,Laurea,4,"Business, administration and law",F,697
2021/2022,09001,Sassari - Universita' degli studi,Sardegna,Laurea,4,"Business, administration and law",M,670
2021/2022,09001,Sassari - Universita' degli studi,Sardegna,Laurea,5,"Natural sciences, mathematics and statistics",F,471
2021/2022,09001,Sassari - Universita' degli studi,Sardegna,Laurea,5,"Natural sciences, mathematics and statistics",M,263
2021/2022,09001,Sassari - Universita' degli studi,Sardegna,Laurea,7,"Engineering, manufacturing and construction",F,168
2021/2022,09001,Sassari - Universita' degli studi,Sardegna,Laurea,7,"Engineering, manufacturing and construction",M,410
2021/2022,09001,Sassari - Universita' degli studi,Sardegna,Laurea,8,"Agriculture, forestry, fisheries and veterinary",F,348
2021/2022,09001,Sassari - Universita' degli studi,Sardegna,Laurea,8,"Agriculture, forestry, fisheries and veterinary",M,438
2021/2022,09001,Sassari - Universita' degli studi,Sardegna,Laurea,9,Health and welfare,F,903
2021/2022,09001,Sassari - Universita' degli studi,Sardegna,Laurea,9,Health and welfare,M,255
2021/2022,09001,Sassari - Universita' degli studi,Sardegna,Laurea Magistrale,1,Education,F,7
2021/2022,09001,Sassari - Universita' degli studi,Sardegna,Laurea Magistrale,1,Education,M,2
2021/2022,09001,Sassari - Universita' degli studi,Sardegna,Laurea Magistrale,2,Arts and humanities,F,356
2021/2022,09001,Sassari - Universita' degli studi,Sardegna,Laurea Magistrale,2,Arts and humanities,M,142
2021/2022,09001,Sassari - Universita' degli studi,Sardegna,Laurea Magistrale,3,"Social sciences, journalism and information",F,87
2021/2022,09001,Sassari - Universita' degli studi,Sardegna,Laurea Magistrale,3,"Social sciences, journalism and information",M,98
2021/2022,09001,Sassari - Universita' degli studi,Sardegna,Laurea Magistrale,4,"Business, administration and law",F,237
2021/2022,09001,Sassari - Universita' degli studi,Sardegna,Laurea Magistrale,4,"Business, administration and law",M,128
2021/2022,09001,Sassari - Universita' degli studi,Sardegna,Laurea Magistrale,5,"Natural sciences, mathematics and statistics",F,144
2021/2022,09001,Sassari - Universita' degli studi,Sardegna,Laurea Magistrale,5,"Natural sciences, mathematics and statistics",M,69
2021/2022,09001,Sassari - Universita' degli studi,Sardegna,Laurea Magistrale,7,"Engineering, manufacturing and construction",F,67
2021/2022,09001,Sassari - Universita' degli studi,Sardegna,Laurea Magistrale,7,"Engineering, manufacturing and construction",M,64
2021/2022,09001,Sassari - Universita' degli studi,Sardegna,Laurea Magistrale,8,"Agriculture, forestry, fisheries and veterinary",F,100
2021/2022,09001,Sassari - Universita' degli studi,Sardegna,Laurea Magistrale,8,"Agriculture, forestry, fisheries and veterinary",M,129
2021/2022,09001,Sassari - Universita' degli studi,Sardegna,Laurea Magistrale,9,Health and welfare,F,172
2021/2022,09001,Sassari - Universita' degli studi,Sardegna,Laurea Magistrale,9,Health and welfare,M,23
2021/2022,09001,Sassari - Universita' degli studi,Sardegna,Laurea Magistrale Ciclo Unico,4,"Business, administration and law",F,524
2021/2022,09001,Sassari - Universita' degli studi,Sardegna,Laurea Magistrale Ciclo Unico,4,"Business, administration and law",M,252
2021/2022,09001,Sassari - Universita' degli studi,Sardegna,Laurea Magistrale Ciclo Unico,7,"Engineering, manufacturing and construction",M,1
2021/2022,09001,Sassari - Universita' degli studi,Sardegna,Laurea Magistrale Ciclo Unico,8,"Agriculture, forestry, fisheries and veterinary",F,185
2021/2022,09001,Sassari - Universita' degli studi,Sardegna,Laurea Magistrale Ciclo Unico,8,"Agriculture, forestry, fisheries and veterinary",M,69
2021/2022,09001,Sassari - Universita' degli studi,Sardegna,Laurea Magistrale Ciclo Unico,9,Health and welfare,F,1023
2021/2022,09001,Sassari - Universita' degli studi,Sardegna,Laurea Magistrale Ciclo Unico,9,Health and welfare,M,654
2021/2022,08701,Catania - Universita' degli studi,Sicilia,Laurea,1,Education,F,958
2021/2022,08701,Catania - Universita' degli studi,Sicilia,Laurea,1,Education,M,60
2021/2022,08701,Catania - Universita' degli studi,Sicilia,Laurea,2,Arts and humanities,F,3357
2021/2022,08701,Catania - Universita' degli studi,Sicilia,Laurea,2,Arts and humanities,M,1053
2021/2022,08701,Catania - Universita' degli studi,Sicilia,Laurea,3,"Social sciences, journalism and information",F,3419
2021/2022,08701,Catania - Universita' degli studi,Sicilia,Laurea,3,"Social sciences, journalism and information",M,1672
2021/2022,08701,Catania - Universita' degli studi,Sicilia,Laurea,4,"Business, administration and law",F,931
2021/2022,08701,Catania - Universita' degli studi,Sicilia,Laurea,4,"Business, administration and law",M,1109
2021/2022,08701,Catania - Universita' degli studi,Sicilia,Laurea,5,"Natural sciences, mathematics and statistics",F,1817
2021/2022,08701,Catania - Universita' degli studi,Sicilia,Laurea,5,"Natural sciences, mathematics and statistics",M,1241
2021/2022,08701,Catania - Universita' degli studi,Sicilia,Laurea,6,Information and Communication Technologies (ICTs),F,116
2021/2022,08701,Catania - Universita' degli studi,Sicilia,Laurea,6,Information and Communication Technologies (ICTs),M,995
2021/2022,08701,Catania - Universita' degli studi,Sicilia,Laurea,7,"Engineering, manufacturing and construction",F,633
2021/2022,08701,Catania - Universita' degli studi,Sicilia,Laurea,7,"Engineering, manufacturing and construction",M,2653
2021/2022,08701,Catania - Universita' degli studi,Sicilia,Laurea,8,"Agriculture, forestry, fisheries and veterinary",F,544
2021/2022,08701,Catania - Universita' degli studi,Sicilia,Laurea,8,"Agriculture, forestry, fisheries and veterinary",M,773
2021/2022,08701,Catania - Universita' degli studi,Sicilia,Laurea,9,Health and welfare,F,1112
2021/2022,08701,Catania - Universita' degli studi,Sicilia,Laurea,9,Health and welfare,M,482
2021/2022,08701,Catania - Universita' degli studi,Sicilia,Laurea Magistrale,1,Education,F,280
2021/2022,08701,Catania - Universita' degli studi,Sicilia,Laurea Magistrale,1,Education,M,19
2021/2022,08701,Catania - Universita' degli studi,Sicilia,Laurea Magistrale,2,Arts and humanities,F,1305
2021/2022,08701,Catania - Universita' degli studi,Sicilia,Laurea Magistrale,2,Arts and humanities,M,357
2021/2022,08701,Catania - Universita' degli studi,Sicilia,Laurea Magistrale,3,"Social sciences, journalism and information",F,615
2021/2022,08701,Catania - Universita' degli studi,Sicilia,Laurea Magistrale,3,"Social sciences, journalism and information",M,278
2021/2022,08701,Catania - Universita' degli studi,Sicilia,Laurea Magistrale,4,"Business, administration and law",F,320
2021/2022,08701,Catania - Universita' degli studi,Sicilia,Laurea Magistrale,4,"Business, administration and law",M,330
2021/2022,08701,Catania - Universita' degli studi,Sicilia,Laurea Magistrale,5,"Natural sciences, mathematics and statistics",F,509
2021/2022,08701,Catania - Universita' degli studi,Sicilia,Laurea Magistrale,5,"Natural sciences, mathematics and statistics",M,357
2021/2022,08701,Catania - Universita' degli studi,Sicilia,Laurea Magistrale,6,Information and Communication Technologies (ICTs),F,38
2021/2022,08701,Catania - Universita' degli studi,Sicilia,Laurea Magistrale,6,Information and Communication Technologies (ICTs),M,145
2021/2022,08701,Catania - Universita' degli studi,Sicilia,Laurea Magistrale,7,"Engineering, manufacturing and construction",F,219
2021/2022,08701,Catania - Universita' degli studi,Sicilia,Laurea Magistrale,7,"Engineering, manufacturing and construction",M,733
2021/2022,08701,Catania - Universita' degli studi,Sicilia,Laurea Magistrale,8,"Agriculture, forestry, fisheries and veterinary",F,179
2021/2022,08701,Catania - Universita' degli studi,Sicilia,Laurea Magistrale,8,"Agriculture, forestry, fisheries and veterinary",M,279
2021/2022,08701,Catania - Universita' degli studi,Sicilia,Laurea Magistrale,9,Health and welfare,F,394
2021/2022,08701,Catania - Universita' degli studi,Sicilia,Laurea Magistrale,9,Health and welfare,M,155
2021/2022,08701,Catania - Universita' degli studi,Sicilia,Laurea Magistrale Ciclo Unico,4,"Business, administration and law",F,1711
2021/2022,08701,Catania - Universita' degli studi,Sicilia,Laurea Magistrale Ciclo Unico,4,"Business, administration and law",M,797
2021/2022,08701,Catania - Universita' degli studi,Sicilia,Laurea Magistrale Ciclo Unico,7,"Engineering, manufacturing and construction",F,527
2021/2022,08701,Catania - Universita' degli studi,Sicilia,Laurea Magistrale Ciclo Unico,7,"Engineering, manufacturing and construction",M,390
2021/2022,08701,Catania - Universita' degli studi,Sicilia,Laurea Magistrale Ciclo Unico,9,Health and welfare,F,2391
2021/2022,08701,Catania - Universita' degli studi,Sicilia,Laurea Magistrale Ciclo Unico,9,Health and welfare,M,1624
2021/2022,08601,"Enna - Libera Universita' della Sicilia Centrale ""KORE""",Sicilia,Laurea,2,Arts and humanities,F,260
2021/2022,08601,"Enna - Libera Universita' della Sicilia Centrale ""KORE""",Sicilia,Laurea,2,Arts and humanities,M,72
2021/2022,08601,"Enna - Libera Universita' della Sicilia Centrale ""KORE""",Sicilia,Laurea,3,"Social sciences, journalism and information",F,404
2021/2022,08601,"Enna - Libera Universita' della Sicilia Centrale ""KORE""",Sicilia,Laurea,3,"Social sciences, journalism and information",M,135
2021/2022,08601,"Enna - Libera Universita' della Sicilia Centrale ""KORE""",Sicilia,Laurea,4,"Business, administration and law",F,149
2021/2022,08601,"Enna - Libera Universita' della Sicilia Centrale ""KORE""",Sicilia,Laurea,4,"Business, administration and law",M,198
2021/2022,08601,"Enna - Libera Universita' della Sicilia Centrale ""KORE""",Sicilia,Laurea,7,"Engineering, manufacturing and construction",F,56
2021/2022,08601,"Enna - Libera Universita' della Sicilia Centrale ""KORE""",Sicilia,Laurea,7,"Engineering, manufacturing and construction",M,273
2021/2022,08601,"Enna - Libera Universita' della Sicilia Centrale ""KORE""",Sicilia,Laurea,9,Health and welfare,F,190
2021/2022,08601,"Enna - Libera Universita' della Sicilia Centrale ""KORE""",Sicilia,Laurea,9,Health and welfare,M,25
2021/2022,08601,"Enna - Libera Universita' della Sicilia Centrale ""KORE""",Sicilia,Laurea Magistrale,2,Arts and humanities,F,56
2021/2022,08601,"Enna - Libera Universita' della Sicilia Centrale ""KORE""",Sicilia,Laurea Magistrale,2,Arts and humanities,M,9
2021/2022,08601,"Enna - Libera Universita' della Sicilia Centrale ""KORE""",Sicilia,Laurea Magistrale,3,"Social sciences, journalism and information",F,117
2021/2022,08601,"Enna - Libera Universita' della Sicilia Centrale ""KORE""",Sicilia,Laurea Magistrale,3,"Social sciences, journalism and information",M,20
2021/2022,08601,"Enna - Libera Universita' della Sicilia Centrale ""KORE""",Sicilia,Laurea Magistrale,4,"Business, administration and law",F,31
2021/2022,08601,"Enna - Libera Universita' della Sicilia Centrale ""KORE""",Sicilia,Laurea Magistrale,4,"Business, administration and law",M,34
2021/2022,08601,"Enna - Libera Universita' della Sicilia Centrale ""KORE""",Sicilia,Laurea Magistrale,7,"Engineering, manufacturing and construction",F,2
2021/2022,08601,"Enna - Libera Universita' della Sicilia Centrale ""KORE""",Sicilia,Laurea Magistrale,7,"Engineering, manufacturing and construction",M,5
2021/2022,08601,"Enna - Libera Universita' della Sicilia Centrale ""KORE""",Sicilia,Laurea Magistrale,9,Health and welfare,F,47
2021/2022,08601,"Enna - Libera Universita' della Sicilia Centrale ""KORE""",Sicilia,Laurea Magistrale,9,Health and welfare,M,50
2021/2022,08601,"Enna - Libera Universita' della Sicilia Centrale ""KORE""",Sicilia,Laurea Magistrale Ciclo Unico,1,Education,F,1438
2021/2022,08601,"Enna - Libera Universita' della Sicilia Centrale ""KORE""",Sicilia,Laurea Magistrale Ciclo Unico,1,Education,M,123
2021/2022,08601,"Enna - Libera Universita' della Sicilia Centrale ""KORE""",Sicilia,Laurea Magistrale Ciclo Unico,4,"Business, administration and law",F,206
2021/2022,08601,"Enna - Libera Universita' della Sicilia Centrale ""KORE""",Sicilia,Laurea Magistrale Ciclo Unico,4,"Business, administration and law",M,148
2021/2022,08601,"Enna - Libera Universita' della Sicilia Centrale ""KORE""",Sicilia,Laurea Magistrale Ciclo Unico,7,"Engineering, manufacturing and construction",F,62
2021/2022,08601,"Enna - Libera Universita' della Sicilia Centrale ""KORE""",Sicilia,Laurea Magistrale Ciclo Unico,7,"Engineering, manufacturing and construction",M,49
2021/2022,08601,"Enna - Libera Universita' della Sicilia Centrale ""KORE""",Sicilia,Laurea Magistrale Ciclo Unico,9,Health and welfare,F,115
2021/2022,08601,"Enna - Libera Universita' della Sicilia Centrale ""KORE""",Sicilia,Laurea Magistrale Ciclo Unico,9,Health and welfare,M,59
2021/2022,08301,Messina - Universita' degli studi,Sicilia,Laurea,1,Education,F,873
2021/2022,08301,Messina - Universita' degli studi,Sicilia,Laurea,1,Education,M,67
2021/2022,08301,Messina - Universita' degli studi,Sicilia,Laurea,2,Arts and humanities,F,1286
2021/2022,08301,Messina - Universita' degli studi,Sicilia,Laurea,2,Arts and humanities,M,433
2021/2022,08301,Messina - Universita' degli studi,Sicilia,Laurea,3,"Social sciences, journalism and information",F,1923
2021/2022,08301,Messina - Universita' degli studi,Sicilia,Laurea,3,"Social sciences, journalism and information",M,767
2021/2022,08301,Messina - Universita' degli studi,Sicilia,Laurea,4,"Business, administration and law",F,728
2021/2022,08301,Messina - Universita' degli studi,Sicilia,Laurea,4,"Business, administration and law",M,692
2021/2022,08301,Messina - Universita' degli studi,Sicilia,Laurea,5,"Natural sciences, mathematics and statistics",F,1461
2021/2022,08301,Messina - Universita' degli studi,Sicilia,Laurea,5,"Natural sciences, mathematics and statistics",M,771
2021/2022,08301,Messina - Universita' degli studi,Sicilia,Laurea,6,Information and Communication Technologies (ICTs),F,76
2021/2022,08301,Messina - Universita' degli studi,Sicilia,Laurea,6,Information and Communication Technologies (ICTs),M,496
2021/2022,08301,Messina - Universita' degli studi,Sicilia,Laurea,7,"Engineering, manufacturing and construction",F,179
2021/2022,08301,Messina - Universita' degli studi,Sicilia,Laurea,7,"Engineering, manufacturing and construction",M,616
2021/2022,08301,Messina - Universita' degli studi,Sicilia,Laurea,8,"Agriculture, forestry, fisheries and veterinary",F,185
2021/2022,08301,Messina - Universita' degli studi,Sicilia,Laurea,8,"Agriculture, forestry, fisheries and veterinary",M,118
2021/2022,08301,Messina - Universita' degli studi,Sicilia,Laurea,9,Health and welfare,F,1730
2021/2022,08301,Messina - Universita' degli studi,Sicilia,Laurea,9,Health and welfare,M,750
2021/2022,08301,Messina - Universita' degli studi,Sicilia,Laurea Magistrale,1,Education,F,358
2021/2022,08301,Messina - Universita' degli studi,Sicilia,Laurea Magistrale,1,Education,M,22
2021/2022,08301,Messina - Universita' degli studi,Sicilia,Laurea Magistrale,2,Arts and humanities,F,324
2021/2022,08301,Messina - Universita' degli studi,Sicilia,Laurea Magistrale,2,Arts and humanities,M,108
