ANNO,AteneoCOD,AteneoNOME,AteneoREGIONE,CorsoTIPO,COD_FoET2013,DESC_FoET2013,Genere,ISC
2014/2015,01501,Milano - Universita' degli studi,Lombardia,Laurea Magistrale,6,Information and Communication Technologies (ICTs),F,37
2014/2015,01501,Milano - Universita' degli studi,Lombardia,Laurea Magistrale,6,Information and Communication Technologies (ICTs),M,192
2014/2015,01501,Milano - Universita' degli studi,Lombardia,Laurea Magistrale,8,"Agriculture, forestry, fisheries and veterinary",F,241
2014/2015,01501,Milano - Universita' degli studi,Lombardia,Laurea Magistrale,8,"Agriculture, forestry, fisheries and veterinary",M,294
2014/2015,01501,Milano - Universita' degli studi,Lombardia,Laurea Magistrale,9,Health and welfare,F,255
2014/2015,01501,Milano - Universita' degli studi,Lombardia,Laurea Magistrale,9,Health and welfare,M,177
2014/2015,01501,Milano - Universita' degli studi,Lombardia,Laurea Magistrale Ciclo Unico,4,"Business, administration and law",F,3590
2014/2015,01501,Milano - Universita' degli studi,Lombardia,Laurea Magistrale Ciclo Unico,4,"Business, administration and law",M,2188
2014/2015,01501,Milano - Universita' degli studi,Lombardia,Laurea Magistrale Ciclo Unico,8,"Agriculture, forestry, fisheries and veterinary",F,722
2014/2015,01501,Milano - Universita' degli studi,Lombardia,Laurea Magistrale Ciclo Unico,8,"Agriculture, forestry, fisheries and veterinary",M,269
2014/2015,01501,Milano - Universita' degli studi,Lombardia,Laurea Magistrale Ciclo Unico,9,Health and welfare,F,3990
2014/2015,01501,Milano - Universita' degli studi,Lombardia,Laurea Magistrale Ciclo Unico,9,Health and welfare,M,2407
2014/2015,01301,"Novedrate (CO) - Universita' telematica ""e-Campus""",Lombardia,Laurea,1,Education,F,251
2014/2015,01301,"Novedrate (CO) - Universita' telematica ""e-Campus""",Lombardia,Laurea,1,Education,M,29
2014/2015,01301,"Novedrate (CO) - Universita' telematica ""e-Campus""",Lombardia,Laurea,2,Arts and humanities,F,441
2014/2015,01301,"Novedrate (CO) - Universita' telematica ""e-Campus""",Lombardia,Laurea,2,Arts and humanities,M,133
2014/2015,01301,"Novedrate (CO) - Universita' telematica ""e-Campus""",Lombardia,Laurea,3,"Social sciences, journalism and information",F,1741
2014/2015,01301,"Novedrate (CO) - Universita' telematica ""e-Campus""",Lombardia,Laurea,3,"Social sciences, journalism and information",M,1313
2014/2015,01301,"Novedrate (CO) - Universita' telematica ""e-Campus""",Lombardia,Laurea,4,"Business, administration and law",F,315
2014/2015,01301,"Novedrate (CO) - Universita' telematica ""e-Campus""",Lombardia,Laurea,4,"Business, administration and law",M,388
2014/2015,01301,"Novedrate (CO) - Universita' telematica ""e-Campus""",Lombardia,Laurea,7,"Engineering, manufacturing and construction",F,158
2014/2015,01301,"Novedrate (CO) - Universita' telematica ""e-Campus""",Lombardia,Laurea,7,"Engineering, manufacturing and construction",M,1215
2014/2015,01301,"Novedrate (CO) - Universita' telematica ""e-Campus""",Lombardia,Laurea Magistrale,1,Education,F,25
2014/2015,01301,"Novedrate (CO) - Universita' telematica ""e-Campus""",Lombardia,Laurea Magistrale,1,Education,M,4
2014/2015,01301,"Novedrate (CO) - Universita' telematica ""e-Campus""",Lombardia,Laurea Magistrale,2,Arts and humanities,F,85
2014/2015,01301,"Novedrate (CO) - Universita' telematica ""e-Campus""",Lombardia,Laurea Magistrale,2,Arts and humanities,M,16
2014/2015,01301,"Novedrate (CO) - Universita' telematica ""e-Campus""",Lombardia,Laurea Magistrale,3,"Social sciences, journalism and information",F,238
2014/2015,01301,"Novedrate (CO) - Universita' telematica ""e-Campus""",Lombardia,Laurea Magistrale,3,"Social sciences, journalism and information",M,81
2014/2015,01301,"Novedrate (CO) - Universita' telematica ""e-Campus""",Lombardia,Laurea Magistrale,7,"Engineering, manufacturing and construction",F,23
2014/2015,01301,"Novedrate (CO) - Universita' telematica ""e-Campus""",Lombardia,Laurea Magistrale,7,"Engineering, manufacturing and construction",M,117
2014/2015,01301,"Novedrate (CO) - Universita' telematica ""e-Campus""",Lombardia,Laurea Magistrale Ciclo Unico,4,"Business, administration and law",F,208
2014/2015,01301,"Novedrate (CO) - Universita' telematica ""e-Campus""",Lombardia,Laurea Magistrale Ciclo Unico,4,"Business, administration and law",M,251
2014/2015,01202,Varese - Universita' dell' Insubria,Lombardia,Laurea,2,Arts and humanities,F,806
2014/2015,01202,Varese - Universita' dell' Insubria,Lombardia,Laurea,2,Arts and humanities,M,195
2014/2015,01202,Varese - Universita' dell' Insubria,Lombardia,Laurea,3,"Social sciences, journalism and information",F,790
2014/2015,01202,Varese - Universita' dell' Insubria,Lombardia,Laurea,3,"Social sciences, journalism and information",M,823
2014/2015,01202,Varese - Universita' dell' Insubria,Lombardia,Laurea,4,"Business, administration and law",F,117
2014/2015,01202,Varese - Universita' dell' Insubria,Lombardia,Laurea,4,"Business, administration and law",M,105
2014/2015,01202,Varese - Universita' dell' Insubria,Lombardia,Laurea,5,"Natural sciences, mathematics and statistics",F,582
2014/2015,01202,Varese - Universita' dell' Insubria,Lombardia,Laurea,5,"Natural sciences, mathematics and statistics",M,484
2014/2015,01202,Varese - Universita' dell' Insubria,Lombardia,Laurea,6,Information and Communication Technologies (ICTs),F,34
2014/2015,01202,Varese - Universita' dell' Insubria,Lombardia,Laurea,6,Information and Communication Technologies (ICTs),M,316
2014/2015,01202,Varese - Universita' dell' Insubria,Lombardia,Laurea,7,"Engineering, manufacturing and construction",F,64
2014/2015,01202,Varese - Universita' dell' Insubria,Lombardia,Laurea,7,"Engineering, manufacturing and construction",M,281
2014/2015,01202,Varese - Universita' dell' Insubria,Lombardia,Laurea,9,Health and welfare,F,682
2014/2015,01202,Varese - Universita' dell' Insubria,Lombardia,Laurea,9,Health and welfare,M,261
2014/2015,01202,Varese - Universita' dell' Insubria,Lombardia,Laurea Magistrale,3,"Social sciences, journalism and information",F,32
2014/2015,01202,Varese - Universita' dell' Insubria,Lombardia,Laurea Magistrale,3,"Social sciences, journalism and information",M,28
2014/2015,01202,Varese - Universita' dell' Insubria,Lombardia,Laurea Magistrale,4,"Business, administration and law",F,133
2014/2015,01202,Varese - Universita' dell' Insubria,Lombardia,Laurea Magistrale,4,"Business, administration and law",M,114
2014/2015,01202,Varese - Universita' dell' Insubria,Lombardia,Laurea Magistrale,5,"Natural sciences, mathematics and statistics",F,99
2014/2015,01202,Varese - Universita' dell' Insubria,Lombardia,Laurea Magistrale,5,"Natural sciences, mathematics and statistics",M,72
2014/2015,01202,Varese - Universita' dell' Insubria,Lombardia,Laurea Magistrale,6,Information and Communication Technologies (ICTs),F,1
2014/2015,01202,Varese - Universita' dell' Insubria,Lombardia,Laurea Magistrale,6,Information and Communication Technologies (ICTs),M,30
2014/2015,01202,Varese - Universita' dell' Insubria,Lombardia,Laurea Magistrale Ciclo Unico,4,"Business, administration and law",F,606
2014/2015,01202,Varese - Universita' dell' Insubria,Lombardia,Laurea Magistrale Ciclo Unico,4,"Business, administration and law",M,317
2014/2015,01202,Varese - Universita' dell' Insubria,Lombardia,Laurea Magistrale Ciclo Unico,9,Health and welfare,F,684
2014/2015,01202,Varese - Universita' dell' Insubria,Lombardia,Laurea Magistrale Ciclo Unico,9,Health and welfare,M,516
2014/2015,01201,"Castellanza - Universita' ""Carlo Cattaneo""",Lombardia,Laurea,4,"Business, administration and law",F,204
2014/2015,01201,"Castellanza - Universita' ""Carlo Cattaneo""",Lombardia,Laurea,4,"Business, administration and law",M,430
2014/2015,01201,"Castellanza - Universita' ""Carlo Cattaneo""",Lombardia,Laurea,7,"Engineering, manufacturing and construction",F,57
2014/2015,01201,"Castellanza - Universita' ""Carlo Cattaneo""",Lombardia,Laurea,7,"Engineering, manufacturing and construction",M,170
2014/2015,01201,"Castellanza - Universita' ""Carlo Cattaneo""",Lombardia,Laurea Magistrale,4,"Business, administration and law",F,171
2014/2015,01201,"Castellanza - Universita' ""Carlo Cattaneo""",Lombardia,Laurea Magistrale,4,"Business, administration and law",M,293
2014/2015,01201,"Castellanza - Universita' ""Carlo Cattaneo""",Lombardia,Laurea Magistrale,7,"Engineering, manufacturing and construction",F,41
2014/2015,01201,"Castellanza - Universita' ""Carlo Cattaneo""",Lombardia,Laurea Magistrale,7,"Engineering, manufacturing and construction",M,123
2014/2015,01201,"Castellanza - Universita' ""Carlo Cattaneo""",Lombardia,Laurea Magistrale Ciclo Unico,4,"Business, administration and law",F,198
2014/2015,01201,"Castellanza - Universita' ""Carlo Cattaneo""",Lombardia,Laurea Magistrale Ciclo Unico,4,"Business, administration and law",M,120
2014/2015,01001,Genova - Universita' degli studi,Liguria,Laurea,1,Education,F,659
2014/2015,01001,Genova - Universita' degli studi,Liguria,Laurea,1,Education,M,99
2014/2015,01001,Genova - Universita' degli studi,Liguria,Laurea,2,Arts and humanities,F,2720
2014/2015,01001,Genova - Universita' degli studi,Liguria,Laurea,2,Arts and humanities,M,1182
2014/2015,01001,Genova - Universita' degli studi,Liguria,Laurea,3,"Social sciences, journalism and information",F,1453
2014/2015,01001,Genova - Universita' degli studi,Liguria,Laurea,3,"Social sciences, journalism and information",M,1266
2014/2015,01001,Genova - Universita' degli studi,Liguria,Laurea,4,"Business, administration and law",F,1393
2014/2015,01001,Genova - Universita' degli studi,Liguria,Laurea,4,"Business, administration and law",M,1510
2014/2015,01001,Genova - Universita' degli studi,Liguria,Laurea,5,"Natural sciences, mathematics and statistics",F,859
2014/2015,01001,Genova - Universita' degli studi,Liguria,Laurea,5,"Natural sciences, mathematics and statistics",M,767
2014/2015,01001,Genova - Universita' degli studi,Liguria,Laurea,6,Information and Communication Technologies (ICTs),F,41
2014/2015,01001,Genova - Universita' degli studi,Liguria,Laurea,6,Information and Communication Technologies (ICTs),M,291
2014/2015,01001,Genova - Universita' degli studi,Liguria,Laurea,7,"Engineering, manufacturing and construction",F,1058
2014/2015,01001,Genova - Universita' degli studi,Liguria,Laurea,7,"Engineering, manufacturing and construction",M,2973
2014/2015,01001,Genova - Universita' degli studi,Liguria,Laurea,9,Health and welfare,F,2316
2014/2015,01001,Genova - Universita' degli studi,Liguria,Laurea,9,Health and welfare,M,914
2014/2015,01001,Genova - Universita' degli studi,Liguria,Laurea Magistrale,1,Education,F,187
2014/2015,01001,Genova - Universita' degli studi,Liguria,Laurea Magistrale,1,Education,M,31
2014/2015,01001,Genova - Universita' degli studi,Liguria,Laurea Magistrale,2,Arts and humanities,F,622
2014/2015,01001,Genova - Universita' degli studi,Liguria,Laurea Magistrale,2,Arts and humanities,M,301
2014/2015,01001,Genova - Universita' degli studi,Liguria,Laurea Magistrale,3,"Social sciences, journalism and information",F,418
2014/2015,01001,Genova - Universita' degli studi,Liguria,Laurea Magistrale,3,"Social sciences, journalism and information",M,247
2014/2015,01001,Genova - Universita' degli studi,Liguria,Laurea Magistrale,4,"Business, administration and law",F,280
2014/2015,01001,Genova - Universita' degli studi,Liguria,Laurea Magistrale,4,"Business, administration and law",M,231
2014/2015,01001,Genova - Universita' degli studi,Liguria,Laurea Magistrale,5,"Natural sciences, mathematics and statistics",F,255
2014/2015,01001,Genova - Universita' degli studi,Liguria,Laurea Magistrale,5,"Natural sciences, mathematics and statistics",M,192
2014/2015,01001,Genova - Universita' degli studi,Liguria,Laurea Magistrale,6,Information and Communication Technologies (ICTs),F,5
2014/2015,01001,Genova - Universita' degli studi,Liguria,Laurea Magistrale,6,Information and Communication Technologies (ICTs),M,27
2014/2015,01001,Genova - Universita' degli studi,Liguria,Laurea Magistrale,7,"Engineering, manufacturing and construction",F,499
2014/2015,01001,Genova - Universita' degli studi,Liguria,Laurea Magistrale,7,"Engineering, manufacturing and construction",M,1172
2014/2015,01001,Genova - Universita' degli studi,Liguria,Laurea Magistrale,9,Health and welfare,F,186
2014/2015,01001,Genova - Universita' degli studi,Liguria,Laurea Magistrale,9,Health and welfare,M,41
2014/2015,01001,Genova - Universita' degli studi,Liguria,Laurea Magistrale Ciclo Unico,1,Education,F,241
2014/2015,01001,Genova - Universita' degli studi,Liguria,Laurea Magistrale Ciclo Unico,1,Education,M,10
2014/2015,01001,Genova - Universita' degli studi,Liguria,Laurea Magistrale Ciclo Unico,4,"Business, administration and law",F,1287
2014/2015,01001,Genova - Universita' degli studi,Liguria,Laurea Magistrale Ciclo Unico,4,"Business, administration and law",M,760
2014/2015,01001,Genova - Universita' degli studi,Liguria,Laurea Magistrale Ciclo Unico,7,"Engineering, manufacturing and construction",F,689
2014/2015,01001,Genova - Universita' degli studi,Liguria,Laurea Magistrale Ciclo Unico,7,"Engineering, manufacturing and construction",M,518
2014/2015,01001,Genova - Universita' degli studi,Liguria,Laurea Magistrale Ciclo Unico,9,Health and welfare,F,1740
2014/2015,01001,Genova - Universita' degli studi,Liguria,Laurea Magistrale Ciclo Unico,9,Health and welfare,M,1203
2014/2015,00701,Aosta - Universita' degli studi,Valle d'Aosta,Laurea,1,Education,F,30
2014/2015,00701,Aosta - Universita' degli studi,Valle d'Aosta,Laurea,2,Arts and humanities,F,187
2014/2015,00701,Aosta - Universita' degli studi,Valle d'Aosta,Laurea,2,Arts and humanities,M,39
2014/2015,00701,Aosta - Universita' degli studi,Valle d'Aosta,Laurea,3,"Social sciences, journalism and information",F,301
2014/2015,00701,Aosta - Universita' degli studi,Valle d'Aosta,Laurea,3,"Social sciences, journalism and information",M,134
2014/2015,00701,Aosta - Universita' degli studi,Valle d'Aosta,Laurea,4,"Business, administration and law",F,113
2014/2015,00701,Aosta - Universita' degli studi,Valle d'Aosta,Laurea,4,"Business, administration and law",M,107
2014/2015,00701,Aosta - Universita' degli studi,Valle d'Aosta,Laurea Magistrale,3,"Social sciences, journalism and information",F,58
2014/2015,00701,Aosta - Universita' degli studi,Valle d'Aosta,Laurea Magistrale,3,"Social sciences, journalism and information",M,21
2014/2015,00701,Aosta - Universita' degli studi,Valle d'Aosta,Laurea Magistrale Ciclo Unico,1,Education,F,96
2014/2015,00701,Aosta - Universita' degli studi,Valle d'Aosta,Laurea Magistrale Ciclo Unico,1,Education,M,9
2014/2015,00401,Bra (CN) - Universita' di Scienze Gastronomiche,Piemonte,Laurea,8,"Agriculture, forestry, fisheries and veterinary",F,142
2014/2015,00401,Bra (CN) - Universita' di Scienze Gastronomiche,Piemonte,Laurea,8,"Agriculture, forestry, fisheries and veterinary",M,101
2014/2015,00201,"Vercelli - Universita' degli studi del Piemonte orientale ""A. Avogadro""",Piemonte,Laurea,2,Arts and humanities,F,565
2014/2015,00201,"Vercelli - Universita' degli studi del Piemonte orientale ""A. Avogadro""",Piemonte,Laurea,2,Arts and humanities,M,192
2014/2015,00201,"Vercelli - Universita' degli studi del Piemonte orientale ""A. Avogadro""",Piemonte,Laurea,3,"Social sciences, journalism and information",F,143
2014/2015,00201,"Vercelli - Universita' degli studi del Piemonte orientale ""A. Avogadro""",Piemonte,Laurea,3,"Social sciences, journalism and information",M,152
2014/2015,00201,"Vercelli - Universita' degli studi del Piemonte orientale ""A. Avogadro""",Piemonte,Laurea,4,"Business, administration and law",F,1001
2014/2015,00201,"Vercelli - Universita' degli studi del Piemonte orientale ""A. Avogadro""",Piemonte,Laurea,4,"Business, administration and law",M,914
2014/2015,00201,"Vercelli - Universita' degli studi del Piemonte orientale ""A. Avogadro""",Piemonte,Laurea,5,"Natural sciences, mathematics and statistics",F,849
2014/2015,00201,"Vercelli - Universita' degli studi del Piemonte orientale ""A. Avogadro""",Piemonte,Laurea,5,"Natural sciences, mathematics and statistics",M,482
2014/2015,00201,"Vercelli - Universita' degli studi del Piemonte orientale ""A. Avogadro""",Piemonte,Laurea,6,Information and Communication Technologies (ICTs),F,43
2014/2015,00201,"Vercelli - Universita' degli studi del Piemonte orientale ""A. Avogadro""",Piemonte,Laurea,6,Information and Communication Technologies (ICTs),M,253
2014/2015,00201,"Vercelli - Universita' degli studi del Piemonte orientale ""A. Avogadro""",Piemonte,Laurea,9,Health and welfare,F,1387
2014/2015,00201,"Vercelli - Universita' degli studi del Piemonte orientale ""A. Avogadro""",Piemonte,Laurea,9,Health and welfare,M,635
2014/2015,00201,"Vercelli - Universita' degli studi del Piemonte orientale ""A. Avogadro""",Piemonte,Laurea Magistrale,2,Arts and humanities,F,127
2014/2015,00201,"Vercelli - Universita' degli studi del Piemonte orientale ""A. Avogadro""",Piemonte,Laurea Magistrale,2,Arts and humanities,M,42
2014/2015,00201,"Vercelli - Universita' degli studi del Piemonte orientale ""A. Avogadro""",Piemonte,Laurea Magistrale,3,"Social sciences, journalism and information",F,40
2014/2015,00201,"Vercelli - Universita' degli studi del Piemonte orientale ""A. Avogadro""",Piemonte,Laurea Magistrale,3,"Social sciences, journalism and information",M,37
2014/2015,00201,"Vercelli - Universita' degli studi del Piemonte orientale ""A. Avogadro""",Piemonte,Laurea Magistrale,4,"Business, administration and law",F,183
2014/2015,00201,"Vercelli - Universita' degli studi del Piemonte orientale ""A. Avogadro""",Piemonte,Laurea Magistrale,4,"Business, administration and law",M,178
2014/2015,00201,"Vercelli - Universita' degli studi del Piemonte orientale ""A. Avogadro""",Piemonte,Laurea Magistrale,5,"Natural sciences, mathematics and statistics",F,84
2014/2015,00201,"Vercelli - Universita' degli studi del Piemonte orientale ""A. Avogadro""",Piemonte,Laurea Magistrale,5,"Natural sciences, mathematics and statistics",M,55
2014/2015,00201,"Vercelli - Universita' degli studi del Piemonte orientale ""A. Avogadro""",Piemonte,Laurea Magistrale,6,Information and Communication Technologies (ICTs),F,3
2014/2015,00201,"Vercelli - Universita' degli studi del Piemonte orientale ""A. Avogadro""",Piemonte,Laurea Magistrale,6,Information and Communication Technologies (ICTs),M,20
2014/2015,00201,"Vercelli - Universita' degli studi del Piemonte orientale ""A. Avogadro""",Piemonte,Laurea Magistrale,9,Health and welfare,F,101
2014/2015,00201,"Vercelli - Universita' degli studi del Piemonte orientale ""A. Avogadro""",Piemonte,Laurea Magistrale,9,Health and welfare,M,35
2014/2015,00201,"Vercelli - Universita' degli studi del Piemonte orientale ""A. Avogadro""",Piemonte,Laurea Magistrale Ciclo Unico,4,"Business, administration and law",F,454
2014/2015,00201,"Vercelli - Universita' degli studi del Piemonte orientale ""A. Avogadro""",Piemonte,Laurea Magistrale Ciclo Unico,4,"Business, administration and law",M,277
2014/2015,00201,"Vercelli - Universita' degli studi del Piemonte orientale ""A. Avogadro""",Piemonte,Laurea Magistrale Ciclo Unico,9,Health and welfare,F,989
2014/2015,00201,"Vercelli - Universita' degli studi del Piemonte orientale ""A. Avogadro""",Piemonte,Laurea Magistrale Ciclo Unico,9,Health and welfare,M,632
2014/2015,00102,Torino - Politecnico,Piemonte,Laurea,2,Arts and humanities,F,421
2014/2015,00102,Torino - Politecnico,Piemonte,Laurea,2,Arts and humanities,M,376
2014/2015,00102,Torino - Politecnico,Piemonte,Laurea,5,"Natural sciences, mathematics and statistics",F,98
2014/2015,00102,Torino - Politecnico,Piemonte,Laurea,5,"Natural sciences, mathematics and statistics",M,120
2014/2015,00102,Torino - Politecnico,Piemonte,Laurea,7,"Engineering, manufacturing and construction",F,4740
2014/2015,00102,Torino - Politecnico,Piemonte,Laurea,7,"Engineering, manufacturing and construction",M,13456
2014/2015,00102,Torino - Politecnico,Piemonte,Laurea Magistrale,2,Arts and humanities,F,143
2014/2015,00102,Torino - Politecnico,Piemonte,Laurea Magistrale,2,Arts and humanities,M,82
2014/2015,00102,Torino - Politecnico,Piemonte,Laurea Magistrale,7,"Engineering, manufacturing and construction",F,3089
2014/2015,00102,Torino - Politecnico,Piemonte,Laurea Magistrale,7,"Engineering, manufacturing and construction",M,7344
2014/2015,00101,Torino - Universita' degli studi,Piemonte,Laurea,1,Education,F,2289
2014/2015,00101,Torino - Universita' degli studi,Piemonte,Laurea,1,Education,M,228
2014/2015,00101,Torino - Universita' degli studi,Piemonte,Laurea,2,Arts and humanities,F,5283
2014/2015,00101,Torino - Universita' degli studi,Piemonte,Laurea,2,Arts and humanities,M,2447
2014/2015,00101,Torino - Universita' degli studi,Piemonte,Laurea,3,"Social sciences, journalism and information",F,4773
2014/2015,00101,Torino - Universita' degli studi,Piemonte,Laurea,3,"Social sciences, journalism and information",M,3404
2014/2015,00101,Torino - Universita' degli studi,Piemonte,Laurea,4,"Business, administration and law",F,3392
2014/2015,00101,Torino - Universita' degli studi,Piemonte,Laurea,4,"Business, administration and law",M,3442
2014/2015,00101,Torino - Universita' degli studi,Piemonte,Laurea,5,"Natural sciences, mathematics and statistics",F,1950
2014/2015,00101,Torino - Universita' degli studi,Piemonte,Laurea,5,"Natural sciences, mathematics and statistics",M,1718
2014/2015,00101,Torino - Universita' degli studi,Piemonte,Laurea,6,Information and Communication Technologies (ICTs),F,148
2014/2015,00101,Torino - Universita' degli studi,Piemonte,Laurea,6,Information and Communication Technologies (ICTs),M,1084
2014/2015,00101,Torino - Universita' degli studi,Piemonte,Laurea,7,"Engineering, manufacturing and construction",F,2
2014/2015,00101,Torino - Universita' degli studi,Piemonte,Laurea,7,"Engineering, manufacturing and construction",M,5
2014/2015,00101,Torino - Universita' degli studi,Piemonte,Laurea,8,"Agriculture, forestry, fisheries and veterinary",F,1133
2014/2015,00101,Torino - Universita' degli studi,Piemonte,Laurea,8,"Agriculture, forestry, fisheries and veterinary",M,1256
2014/2015,00101,Torino - Universita' degli studi,Piemonte,Laurea,9,Health and welfare,F,3702
2014/2015,00101,Torino - Universita' degli studi,Piemonte,Laurea,9,Health and welfare,M,1154
2014/2015,00101,Torino - Universita' degli studi,Piemonte,Laurea Magistrale,1,Education,F,233
2014/2015,00101,Torino - Universita' degli studi,Piemonte,Laurea Magistrale,1,Education,M,34
2014/2015,00101,Torino - Universita' degli studi,Piemonte,Laurea Magistrale,2,Arts and humanities,F,1438
2014/2015,00101,Torino - Universita' degli studi,Piemonte,Laurea Magistrale,2,Arts and humanities,M,539
2014/2015,00101,Torino - Universita' degli studi,Piemonte,Laurea Magistrale,3,"Social sciences, journalism and information",F,3065
2014/2015,00101,Torino - Universita' degli studi,Piemonte,Laurea Magistrale,3,"Social sciences, journalism and information",M,1543
2014/2015,00101,Torino - Universita' degli studi,Piemonte,Laurea Magistrale,4,"Business, administration and law",F,1150
2014/2015,00101,Torino - Universita' degli studi,Piemonte,Laurea Magistrale,4,"Business, administration and law",M,1125
2014/2015,00101,Torino - Universita' degli studi,Piemonte,Laurea Magistrale,5,"Natural sciences, mathematics and statistics",F,875
2014/2015,00101,Torino - Universita' degli studi,Piemonte,Laurea Magistrale,5,"Natural sciences, mathematics and statistics",M,796
2014/2015,00101,Torino - Universita' degli studi,Piemonte,Laurea Magistrale,6,Information and Communication Technologies (ICTs),F,22
2014/2015,00101,Torino - Universita' degli studi,Piemonte,Laurea Magistrale,6,Information and Communication Technologies (ICTs),M,161
2014/2015,00101,Torino - Universita' degli studi,Piemonte,Laurea Magistrale,7,"Engineering, manufacturing and construction",F,42
2014/2015,00101,Torino - Universita' degli studi,Piemonte,Laurea Magistrale,7,"Engineering, manufacturing and construction",M,23
2014/2015,00101,Torino - Universita' degli studi,Piemonte,Laurea Magistrale,8,"Agriculture, forestry, fisheries and veterinary",F,107
2014/2015,00101,Torino - Universita' degli studi,Piemonte,Laurea Magistrale,8,"Agriculture, forestry, fisheries and veterinary",M,197
2014/2015,00101,Torino - Universita' degli studi,Piemonte,Laurea Magistrale,9,Health and welfare,F,387
2014/2015,00101,Torino - Universita' degli studi,Piemonte,Laurea Magistrale,9,Health and welfare,M,153
2014/2015,00101,Torino - Universita' degli studi,Piemonte,Laurea Magistrale Ciclo Unico,1,Education,F,1089
2014/2015,00101,Torino - Universita' degli studi,Piemonte,Laurea Magistrale Ciclo Unico,1,Education,M,50
2014/2015,00101,Torino - Universita' degli studi,Piemonte,Laurea Magistrale Ciclo Unico,2,Arts and humanities,F,103
2014/2015,00101,Torino - Universita' degli studi,Piemonte,Laurea Magistrale Ciclo Unico,2,Arts and humanities,M,9
2014/2015,00101,Torino - Universita' degli studi,Piemonte,Laurea Magistrale Ciclo Unico,4,"Business, administration and law",F,2848
2014/2015,00101,Torino - Universita' degli studi,Piemonte,Laurea Magistrale Ciclo Unico,4,"Business, administration and law",M,1593
2014/2015,00101,Torino - Universita' degli studi,Piemonte,Laurea Magistrale Ciclo Unico,8,"Agriculture, forestry, fisheries and veterinary",F,551
2014/2015,00101,Torino - Universita' degli studi,Piemonte,Laurea Magistrale Ciclo Unico,8,"Agriculture, forestry, fisheries and veterinary",M,236
2014/2015,00101,Torino - Universita' degli studi,Piemonte,Laurea Magistrale Ciclo Unico,9,Health and welfare,F,3328
2014/2015,00101,Torino - Universita' degli studi,Piemonte,Laurea Magistrale Ciclo Unico,9,Health and welfare,M,2175
2013/2014,09201,Cagliari - Universita' degli studi,Sardegna,Laurea,1,Education,F,805
2013/2014,09201,Cagliari - Universita' degli studi,Sardegna,Laurea,1,Education,M,74
2013/2014,09201,Cagliari - Universita' degli studi,Sardegna,Laurea,2,Arts and humanities,F,1911
2013/2014,09201,Cagliari - Universita' degli studi,Sardegna,Laurea,2,Arts and humanities,M,648
2013/2014,09201,Cagliari - Universita' degli studi,Sardegna,Laurea,3,"Social sciences, journalism and information",F,2700
2013/2014,09201,Cagliari - Universita' degli studi,Sardegna,Laurea,3,"Social sciences, journalism and information",M,1448
2013/2014,09201,Cagliari - Universita' degli studi,Sardegna,Laurea,4,"Business, administration and law",F,1689
2013/2014,09201,Cagliari - Universita' degli studi,Sardegna,Laurea,4,"Business, administration and law",M,1256
2013/2014,09201,Cagliari - Universita' degli studi,Sardegna,Laurea,5,"Natural sciences, mathematics and statistics",F,990
2013/2014,09201,Cagliari - Universita' degli studi,Sardegna,Laurea,5,"Natural sciences, mathematics and statistics",M,693
2013/2014,09201,Cagliari - Universita' degli studi,Sardegna,Laurea,6,Information and Communication Technologies (ICTs),F,60
2013/2014,09201,Cagliari - Universita' degli studi,Sardegna,Laurea,6,Information and Communication Technologies (ICTs),M,385
2013/2014,09201,Cagliari - Universita' degli studi,Sardegna,Laurea,7,"Engineering, manufacturing and construction",F,1231
2013/2014,09201,Cagliari - Universita' degli studi,Sardegna,Laurea,7,"Engineering, manufacturing and construction",M,2418
2013/2014,09201,Cagliari - Universita' degli studi,Sardegna,Laurea,9,Health and welfare,F,661
2013/2014,09201,Cagliari - Universita' degli studi,Sardegna,Laurea,9,Health and welfare,M,284
2013/2014,09201,Cagliari - Universita' degli studi,Sardegna,Laurea Magistrale,1,Education,F,172
2013/2014,09201,Cagliari - Universita' degli studi,Sardegna,Laurea Magistrale,1,Education,M,16
2013/2014,09201,Cagliari - Universita' degli studi,Sardegna,Laurea Magistrale,2,Arts and humanities,F,522
2013/2014,09201,Cagliari - Universita' degli studi,Sardegna,Laurea Magistrale,2,Arts and humanities,M,152
2013/2014,09201,Cagliari - Universita' degli studi,Sardegna,Laurea Magistrale,3,"Social sciences, journalism and information",F,685
2013/2014,09201,Cagliari - Universita' degli studi,Sardegna,Laurea Magistrale,3,"Social sciences, journalism and information",M,238
2013/2014,09201,Cagliari - Universita' degli studi,Sardegna,Laurea Magistrale,4,"Business, administration and law",F,237
2013/2014,09201,Cagliari - Universita' degli studi,Sardegna,Laurea Magistrale,4,"Business, administration and law",M,153
2013/2014,09201,Cagliari - Universita' degli studi,Sardegna,Laurea Magistrale,5,"Natural sciences, mathematics and statistics",F,235
2013/2014,09201,Cagliari - Universita' degli studi,Sardegna,Laurea Magistrale,5,"Natural sciences, mathematics and statistics",M,145
2013/2014,09201,Cagliari - Universita' degli studi,Sardegna,Laurea Magistrale,6,Information and Communication Technologies (ICTs),F,16
2013/2014,09201,Cagliari - Universita' degli studi,Sardegna,Laurea Magistrale,6,Information and Communication Technologies (ICTs),M,66
2013/2014,09201,Cagliari - Universita' degli studi,Sardegna,Laurea Magistrale,7,"Engineering, manufacturing and construction",F,312
